"Co","U:0","U:1","U:2","alpha.water","k","nut","omega","p","p_rgh","wallShearStress:0","wallShearStress:1","wallShearStress:2","yPlus","Points:0","Points:1","Points:2"
0.60571,0.72661,0.082039,0.017008,0.99997,0.012553,0.00010069,136.54,587.18,633.66,0,0,0,0,0.215,0,0.0046777
0.60971,0.68345,0.13584,0.010593,1,0.009957,6.34e-06,189.44,648.44,648.44,0,0,0,127.7,0.21,0,0
0.59591,0.71037,0.087111,0.014634,0.99997,0.012507,0.00010197,135.77,599.68,646.16,0,0,0,0,0.21,0,0.0046777
0.60547,0.67153,0.14353,0.0087799,1,0.0099524,6.3384e-06,189.34,661.37,661.37,0,0,0,127.66,0.205,0,0
0.58541,0.69258,0.092394,0.012266,0.99999,0.012473,0.00010335,135.05,612.54,659.02,0,0,0,0,0.205,0,0.0046777
0.59992,0.65775,0.15144,0.0068732,1,0.0099471,6.3366e-06,189.24,674.51,674.51,0,0,0,127.63,0.2,0,0
0.57424,0.67325,0.097898,0.0098556,1,0.012446,0.00010477,134.39,625.63,672.11,0,0,0,0,0.2,0,0.0046777
0.59292,0.64194,0.15942,0.0048308,1,0.0099425,6.335e-06,189.16,687.69,687.69,0,0,0,127.59,0.195,0,0
0.56218,0.65246,0.10363,0.0073362,1,0.01242,0.00010607,133.8,638.78,685.26,0,0,0,0,0.195,0,0.0046777
0.58491,0.62397,0.16732,0.0026713,1,0.0099406,6.3343e-06,189.1,700.7,700.7,0,0,0,127.58,0.19,0,0
0.54987,0.63034,0.10964,0.0047057,1,0.012395,0.00010711,133.34,651.83,698.31,0,0,0,0,0.19,0,0.0046777
0.57609,0.60409,0.17517,0.00058355,1,0.0099401,6.3341e-06,189.07,713.46,713.46,0,0,0,127.57,0.185,0,0
0.53754,0.60711,0.11602,0.0021143,1,0.01237,0.00010788,133.01,664.63,711.12,0,0,0,0,0.185,0,0.0046777
0.56646,0.58301,0.18314,-0.0012879,1,0.0099379,6.3333e-06,189.04,725.88,725.88,0,0,0,127.56,0.18,-3.3087e-24,0
0.52508,0.58313,0.12279,-0.00029444,1,0.012337,0.0001085,132.73,677.03,723.52,0,0,0,0,0.18,0,0.0046777
0.55641,0.56124,0.19128,-0.0030351,1,0.0099346,6.3324e-06,189.02,737.76,737.76,0,0,0,127.54,0.175,0,0
0.51283,0.55869,0.12994,-0.0025507,1,0.012297,0.00010905,132.46,688.89,735.38,0,0,0,0,0.175,0,0.0046777
0.54616,0.53913,0.19948,-0.0047164,1,0.0099313,6.3315e-06,189.02,748.95,748.95,0,0,0,127.52,0.17,0,0
0.50084,0.53413,0.13742,-0.0046991,1,0.012258,0.00010965,132.19,700.06,746.54,0,0,0,0,0.17,0,0.0046777
0.53586,0.51702,0.20762,-0.0062851,1,0.0099278,6.3306e-06,189.02,759.34,759.34,0,0,0,127.5,0.165,0,0
0.48919,0.50982,0.14515,-0.0067125,1,0.012214,0.00011022,131.93,710.39,756.87,0,0,0,0,0.165,0,0.0046777
0.52558,0.49521,0.21552,-0.0077085,1,0.0099241,6.3297e-06,189.04,768.87,768.87,0,0,0,127.49,0.16,0,0
0.47801,0.48614,0.15299,-0.0085469,1,0.012156,0.00011063,131.67,719.82,766.31,0,0,0,0,0.16,0,0.0046777
0.51553,0.47401,0.22302,-0.0090264,1,0.0099219,6.3293e-06,189.08,777.44,777.44,0,0,0,127.48,0.155,0,0
0.46752,0.46346,0.16075,-0.010204,1,0.012089,0.0001109,131.44,728.32,774.8,0,0,0,0,0.155,0,0.0046777
0.50594,0.45366,0.22991,-0.010273,1,0.0099239,6.3303e-06,189.16,785.05,785.05,0,0,0,127.5,0.15,0,0
0.45797,0.44207,0.16823,-0.011681,1,0.012016,0.00011094,131.27,735.87,782.36,0,0,0,0,0.15,0,0.0046777
0.49665,0.43436,0.23601,-0.011448,1,0.0099326,6.3334e-06,189.31,791.8,791.8,0,0,0,127.56,0.145,0,0
0.44923,0.42222,0.17525,-0.012967,1,0.011939,0.00011078,131.18,742.51,789,0,0,0,0,0.145,0,0.0046777
0.48748,0.41625,0.24126,-0.01261,1,0.009952,6.3399e-06,189.56,797.73,797.73,0,0,0,127.69,0.14,3.3087e-24,0
0.44111,0.40407,0.18169,-0.014119,1,0.011867,0.0001105,131.17,748.3,794.78,0,0,0,0,0.14,0,0.0046777
0.47854,0.3994,0.24567,-0.013853,1,0.0099878,6.3515e-06,189.95,802.94,802.94,0,0,0,127.92,0.135,0,0
0.4337,0.38768,0.18748,-0.015244,1.0001,0.011812,0.0001102,131.29,753.31,799.79,0,0,0,0,0.135,0,0.0046777
0.46991,0.38374,0.24933,-0.015288,1,0.010046,6.3702e-06,190.56,807.51,807.51,0,0,0,128.3,0.13,0,0
0.42713,0.37308,0.19266,-0.016483,1.0001,0.011789,0.00010998,131.58,757.62,804.11,0,0,0,0,0.13,0,0.0046777
0.46161,0.36912,0.2523,-0.017032,1,0.010133,6.3977e-06,191.41,811.5,811.5,0,0,0,128.86,0.125,0,0
0.42151,0.36022,0.1973,-0.018027,1.0001,0.011806,0.0001099,132.08,761.32,807.81,0,0,0,0,0.125,0,0.0046777
0.45352,0.3553,0.2546,-0.019176,1,0.010253,6.4353e-06,192.55,815.03,815.03,0,0,0,129.62,0.12,0,0
0.41694,0.34899,0.20149,-0.020076,1.0001,0.011875,0.00011003,132.85,764.52,811,0,0,0,0,0.12,0,0.0046777
0.44883,0.34767,0.25543,-0.020655,1,0.010342,6.4627e-06,193.38,816.87,816.87,0,0,0,130.18,0.11714,0,0
0.41369,0.34013,0.20482,-0.022529,1.0001,0.011998,0.00011043,133.81,767.06,813.55,0,0,0,0,0.11549,0,0.0046777
0.41334,0.33916,0.20519,-0.022798,1.0001,0.012012,0.00011047,133.92,767.34,813.82,0,0,0,0,0.115,0,0.0046777
0.44532,0.34196,0.25605,-0.021764,1,0.010408,6.4833e-06,194.01,818.25,818.25,0,0,0,130.59,0.115,0,0
0.41292,0.33793,0.20561,-0.023278,1.0001,0.012042,0.00011058,134.12,767.71,814.19,0,0,0,0,0.1143,0,0.0046777
0.43644,0.32862,0.25631,-0.024747,1,0.010595,6.5408e-06,195.74,821.34,821.34,0,0,0,131.76,0.11,0,0
0.44168,0.33649,0.25616,-0.022987,1,0.010485,6.5069e-06,194.72,819.52,819.52,0,0,0,131.07,0.11295,0,0
0.41037,0.33035,0.20825,-0.026251,1.0001,0.012228,0.00011127,135.34,769.97,816.45,0,0,0,0,0.11,0,0.0046777
0.42593,0.31475,0.25475,-0.02792,1,0.010808,6.6053e-06,197.69,824.57,824.57,0,0,0,133.07,0.105,0,0
0.40729,0.32196,0.21028,-0.030336,1.0001,0.012534,0.0001125,137.11,772.64,819.12,0,0,0,0,0.105,8.2718e-25,0.0046777
0.41248,0.29971,0.2504,-0.030881,1,0.01103,6.6716e-06,199.69,828.21,828.21,0,0,0,134.42,0.1,0,0
0.40284,0.31312,0.21058,-0.034736,1,0.012935,0.00011419,139.21,775.64,822.13,0,0,0,0,0.1,0,0.0046777
0.39435,0.28283,0.24185,-0.032948,1,0.011232,6.7309e-06,201.5,832.57,832.57,0,0,0,135.63,0.095,0,0
0.39516,0.30268,0.20809,-0.038865,1,0.013431,0.00011641,141.56,779.35,825.84,0,0,0,0,0.095,0,0.0046778
0.36956,0.2635,0.22721,-0.033019,1,0.01137,6.7701e-06,202.71,837.94,837.94,0,0,0,136.43,0.09,0,0
0.38189,0.28921,0.20136,-0.041839,1,0.014005,0.00011916,143.98,784.18,830.67,0,0,0,0,0.09,0,0.0046778
0.33643,0.24153,0.20423,-0.029686,1,0.011383,6.771e-06,202.77,844.47,844.47,0,0,0,136.46,0.085001,0,0
0.36065,0.2713,0.18871,-0.042646,1,0.014624,0.00012244,146.15,790.47,836.95,0,0,0,0,0.085001,0,0.0046779
0.29471,0.21792,0.17092,-0.022379,1,0.011211,6.7168e-06,201.15,851.99,851.99,0,0,0,135.36,0.080003,0,0
0.33008,0.24828,0.16868,-0.040889,1,0.01523,0.00012612,147.75,798.22,844.71,0,0,0,0,0.080003,0,0.0046781
0.28614,0.21392,0.16306,-0.020818,1,0.01115,6.698e-06,200.57,853.38,853.38,0,0,0,134.98,0.079114,0,0
0.31062,0.23474,0.15468,-0.039505,1,0.015492,0.00012646,148.17,802.43,848.92,0,0,0,0,0.07753,0,0.0046782
0.29077,0.22094,0.14041,-0.038094,1,0.015759,0.0001268,148.61,806.72,853.21,0,0,0,0,0.075008,0,0.0046784
0.24655,0.19543,0.12673,-0.013612,1.0001,0.010865,6.6113e-06,197.89,859.8,859.8,0,0,0,133.22,0.075009,0,0
0.19595,0.17729,0.073548,-0.009742,1.0001,0.01051,6.5079e-06,194.51,866.68,866.68,0,0,0,131.11,0.070022,0,0
0.24531,0.19139,0.10418,-0.037939,1,0.016181,0.00012346,149.3,814.55,861.05,0,0,0,0,0.070018,0,0.004679
0.16067,0.16351,0.015658,-0.016796,1.0001,0.01046,6.5025e-06,193.94,871.68,871.68,0,0,0,130.99,0.065053,0,0
0.20377,0.16139,0.061475,-0.043751,1,0.016554,0.00011998,150.99,820.4,866.91,0,0,0,0,0.065041,0,0.00468
0.16575,0.14992,-0.042284,-0.033216,1,0.010719,6.5913e-06,196.26,874.38,874.38,0,0,0,132.78,0.060114,0,0
0.17976,0.13137,0.014339,-0.054816,1,0.0168,0.00011648,153.38,823.64,870.17,0,0,0,0,0.060085,0,0.0046813
0.19538,0.13387,-0.096323,-0.051591,1,0.010894,6.6528e-06,197.86,874.88,874.88,0,0,0,134.03,0.055225,0,0
0.16945,0.1025,-0.035008,-0.067374,1,0.016645,0.00011331,154.27,824.33,870.88,0,0,0,0,0.055162,0,0.0046827
0.2205,0.11574,-0.14317,-0.067424,1,0.010705,6.6031e-06,196.11,873.96,873.96,0,0,0,133.02,0.050409,0,0
0.17686,0.077066,-0.083586,-0.079479,1,0.015827,0.00011192,151.96,823.06,869.64,0,0,0,0,0.050286,0,0.0046835
0.236,0.095632,-0.18009,-0.079999,1,0.010108,6.4186e-06,190.68,872.65,872.65,0,0,0,129.27,0.045691,0,0
0.20006,0.056214,-0.12689,-0.091456,1,0.014306,0.00011051,146.36,820.85,867.39,0,0,0,0,0.045466,0,0.00468
0.23968,0.072696,-0.20583,-0.088481,1,0.0091353,6.0652e-06,182.53,871.78,871.78,0,0,0,122.14,0.041075,0,-2.8026e-45
0.21735,0.038783,-0.16023,-0.10294,1,0.012202,0.00010258,138.88,819.11,865.37,0,0,0,0,0.040684,0,0.0046545
0.23906,0.060489,-0.213,-0.088687,1,0.0085237,5.7149e-06,180.72,871.92,871.92,0,0,0,115.18,0.039173,0,-1.6695e-41
0.47424,-0.012538,-0.24632,-0.05399,1,0.0056238,2.109e-06,316.21,876.03,876.03,0,0,0,46.555,0.029746,0,-1.5495e-36
0.47635,-0.016154,-0.23101,-0.062284,1,0.0064604,3.0289e-05,251.55,856.67,873.89,0,0,0,0,0.029262,0,0.0017247
0.48636,-0.039611,-0.22046,-0.062813,1,0.0064865,3.5097e-05,236.6,851.51,871.78,0,0,0,0,0.027427,0,0.002036
0.49861,-0.044357,-0.25018,-0.044486,1,0.005375,1.7102e-06,346.38,875.26,875.26,0,0,0,39.382,0.02733,0,2.3909e-34
0.54584,-0.077575,-0.25234,-0.044801,1,0.0050947,1.8971e-06,299.82,872.82,872.82,0,0,0,42.646,0.025037,0,-6.6511e-32
0.55852,-0.089678,-0.25466,-0.043473,1,0.0048848,1.8328e-06,295.69,872.24,872.24,0,0,0,41.521,0.024036,3.3087e-24,9.8246e-30
1.1757,-0.12911,-0.27206,-0.020958,1.0001,0.0039607,1.1815e-06,336.88,871.66,871.66,0,0,0,30.301,0.019436,0,4.1896e-26
1.2078,-0.12264,-0.25028,-0.010158,1.0001,0.0036347,7.8844e-07,418.65,872.2,872.2,0,0,0,23.839,0.018253,0,-6.4116e-25
1.1234,-0.10355,-0.21285,-0.00066147,1.0001,0.0031497,2.9481e-07,592.63,872,872,0,0,0,16.008,0.017141,0,-4.6905e-22
1.2226,-0.11692,-0.23938,-0.0030402,1.0001,0.0033037,6.2788e-06,493.74,862.73,870.81,0,0,0,0,0.016948,0,0.00080951
1.0014,-0.093843,-0.21496,0.0057545,1.0002,0.002698,1.3969e-07,606.18,872.66,872.66,0,0,0,13.605,0.016058,0,5.1252e-20
1.5493,-0.01852,-0.22153,0.015783,1.0007,0.0014047,2.8734e-06,577.78,870.93,877.84,0,0,0,0.84134,0.012461,0,0.00070075
1.6216,-0.030249,-0.22567,0.018581,1.0006,0.0015803,3.593e-06,525.08,869.77,877.79,0,0,0,0,0.012614,0,0.00081219
1.5903,-0.022804,-0.22688,0.016344,1.0007,0.0014528,3.2894e-06,551.14,869.9,877.81,0,0,0,0,0.012423,0,0.0008022
1.2663,0.011076,-0.18456,0.011911,1.0008,0.0010729,0,761.74,878.07,878.07,0,0,0,6.6525,0.012726,0,4.3442e-12
1.7174,-0.053042,-0.22198,0.025432,1.0004,0.0019709,4.5228e-06,445.28,869.38,877.73,0,0,0,0,0.013197,0,0.00084276
1.3013,-0.022815,-0.1798,0.018085,1.0004,0.0015087,0,553.01,878.1,878.1,0,0,0,9.546,0.013342,0,2.1126e-14
1.4958,0.024154,-0.21811,0.0032559,1.0009,0.0010088,1.118e-06,1058.6,873.45,877.76,0,0,0,0,0.012064,0,0.00043405
1.4915,0.026306,-0.21771,0.0026559,1.001,0.00098847,1.0185e-06,1081.8,873.62,877.76,0,0,0,0,0.012048,0,0.00041717
1.4711,0.041692,-0.20076,0.00047429,1.0009,0.0010009,0,1338.1,878.21,878.21,0,0,0,4.5746,0.012132,0,1.8855e-10
1.6123,0.024291,-0.23458,-0.0094655,1.0009,0.0010778,1.6578e-06,945.7,872.99,878.12,0,0,0,0,0.011606,0,0.00051823
1.6711,0.048621,-0.22213,-0.01312,1.0009,0.0010729,1.6208e-07,1390.3,878.29,878.79,0,0,0,4.0664,0.011563,0,5.0668e-05
1.4942,0.026262,-0.21808,0.0023892,1.001,0.00099043,1.0326e-06,1078.8,873.6,877.77,0,0,0,0,0.012038,0,0.00041939
1.6775,0.051257,-0.22079,-0.013516,1.0009,0.0010724,0,1438.5,878.86,878.86,0,0,0,4.5071,0.011558,0,2.7675e-09
1.6776,0.031644,-0.23252,-0.025438,1.0008,0.0010414,7.3279e-07,928.3,877.53,879.77,0,0,0,3.1346,0.011026,-4.1359e-25,0.00022647
1.6871,0.039395,-0.22864,-0.024678,1.0008,0.001019,0,1059.3,880.01,880.01,0,0,0,5.1087,0.011014,0,9.3951e-09
1.6624,0.019336,-0.23867,-0.026645,1.0007,0.0010771,1.8964e-06,720.35,873.59,879.37,0,0,0,0,0.011046,0,0.00058605
1.3759,0.019257,-0.19214,-0.029156,1.0008,0.00089549,2.5708e-07,1022,879.59,881.03,0,0,0,3.9389,0.0105,0,0.00014676
1.0669,0.011679,-0.15169,-0.025185,1.0009,0.00078115,0,1110.8,879.79,881.45,-4.6902e-05,0.00030538,4.5167e-05,4.4158,0.01,0,8.312e-08
1.0669,0.011679,-0.15169,-0.025185,1.0009,0.00078115,0,1110.8,879.79,881.45,-4.6902e-05,0.00030538,4.5167e-05,4.4158,0.01,0,8.312e-08
1.4633,0.011522,-0.20813,-0.03555,1.0008,0.00097237,1.1088e-06,979.2,874.44,880.68,0,0,0,0,0.010506,0,0.00063272
1.0669,0.011679,-0.15169,-0.025186,1.0009,0.00078117,0,1110.9,879.78,881.45,-4.6903e-05,0.00030542,4.5176e-05,4.4158,0.01,0,1.403e-07
1.2605,0.0077023,-0.17962,-0.036739,1.0008,0.00093057,3.668e-08,1256.3,874.44,881.13,-5.1031e-05,0.00069557,0.00014655,3.997,0.010017,0,0.00067681
1.2536,0.0075716,-0.17865,-0.036779,1.0008,0.00092914,0,1265.8,874.44,881.14,-5.2777e-05,0.00071936,0.00015157,4.1337,0.01,0,0.00067832
1.3496,0.021592,-0.18731,-0.027226,1.0009,0.00087228,0,1034.9,881.14,881.14,0,0,0,5.1278,0.010498,0,9.0404e-08
0.0023989,-1.0383e-05,-0.0001255,-0.00017406,1.0004,3.7811e-09,8.6077e-13,1137.9,1363.8,1370.4,8.5255e-08,4.1806e-07,6.27e-07,0.0072145,-0.010032,1.2925e-26,0.00067543
0.0035788,-6.5247e-05,-0.00011519,-0.00025529,1.0004,5.414e-09,1.3584e-11,854.53,1364.2,1370.4,0,0,0,0,-0.010506,0,0.00063272
0.0027822,-4.0933e-05,-8.0376e-05,-0.00012047,1.0004,3.6871e-09,6.6382e-12,894.89,1367.4,1370.4,0,0,0,0.0038955,-0.010502,0,0.00030925
0.0023191,-6.6716e-06,-0.00012619,-0.00016856,1.0004,3.6706e-09,0,1157.1,1363.7,1370.4,9.1023e-08,4.4635e-07,6.6942e-07,0.0077026,-0.01,0,0.00067832
0.002021,-1.7695e-05,-4.7102e-05,8.3877e-06,1.0005,2.0366e-09,0,933.47,1370.4,1370.4,0,0,0,0.0076186,-0.010498,0,9.0404e-08
0.0015779,1.0621e-05,-9.9411e-05,1.4533e-05,1.0004,1.3374e-09,0,1019.4,1368.8,1370.4,1.7243e-09,1.5821e-07,-3.4137e-08,0.0056524,-0.01,-7.8886e-31,8.312e-08
0.0070839,-0.00026466,-0.00014509,-0.00043726,1.0004,2.1204e-08,8.4603e-11,682.2,1366.3,1370.4,0,0,0,0.003922,-0.011037,0,0.00041988
0.0045537,-0.00020176,-8.6118e-05,-7.953e-05,1.0004,9.0379e-09,0,940.64,1370.4,1370.4,0,0,0,0.013832,-0.011014,0,9.3952e-09
0.0080852,-0.00028955,-0.00016843,-0.00057884,1.0004,2.6018e-08,1.1809e-10,579.92,1364.7,1370.4,0,0,0,0,-0.011046,0,0.00058605
0.31298,0.81269,0.00016411,-0.00054909,1,0.03526,0.0020109,18.336,504.58,846.9,0,0,0,0,2.981,0,0.034891
0.30984,0.80237,0.00027462,-0.0004865,1,0.031133,0.0015415,20.907,563.43,845.89,0,0,0,0,2.9811,0,0.028747
0.31771,0.80231,0.00020132,-0.0011251,1,0.030991,0.0015285,20.994,564.95,845.7,0,0,0,0,2.985,0,0.02857
0.29774,0.76945,0.0004481,-0.00055075,1,0.024443,0.00085946,30.969,660.39,844.85,0,0,0,0,2.9813,0,0.018675
0.29762,0.80338,0.00043434,0.0014237,1,0.031419,0.0015622,20.821,560.25,845.74,0,0,0,0,2.9709,0,0.029089
0.28524,0.77037,0.00061357,8.3836e-05,1,0.024638,0.00087052,30.807,657.8,844.33,0,0,0,0,2.9713,0,0.018903
0.30887,0.81982,0.00017055,0.00097354,1,0.038271,0.0023453,16.566,463.02,847.75,0,0,0,0,2.9755,0,0.03926
0.30328,0.81992,0.00024353,0.0023755,1,0.038458,0.0023593,16.546,461.59,847.89,0,0,0,0,2.9707,-4.1359e-25,0.039436
0.30511,0.82911,8.9666e-05,0.0026093,1,0.045198,0.0031542,14.438,365.94,850.75,0,0,0,0,2.9706,0,0.049483
0.3145,0.83669,-0.00015026,0.0030381,0.5,0.070935,0.003904,13.71,37.268,450.08,0,0,0,0,2.9808,0,0.08842
0.30961,0.8381,-0.00019333,-0.0020406,0.88882,0.064541,0.0045783,12.727,90.437,781.58,0,0,0,0,2.9808,0,0.079904
0.31191,0.8393,-0.00021268,-0.0052791,1,0.057974,0.0045691,12.698,175.02,859.42,0,0,0,0,2.9808,0,0.069795
0.31444,0.83594,-0.00016683,-0.0033134,1,0.051518,0.0039042,13.233,269.54,854.06,0,0,0,0,2.9809,0,0.059627
0.31607,0.82984,-6.2982e-05,-0.0016339,1,0.04489,0.0031394,14.397,366.18,850.16,0,0,0,0,2.9809,0,0.049384
0.31512,0.8197,8.9072e-05,-0.00059159,1,0.038062,0.0023296,16.59,464.63,847.59,0,0,0,0,2.981,0,0.039063
0.30514,0.82931,8.6416e-05,0.0026142,1,0.045341,0.003171,14.393,363.91,850.81,0,0,0,0,2.9706,0,0.049695
0.30514,0.83513,-2.5705e-05,0.002379,1,0.051977,0.003936,13.243,268.1,854.7,0,0,0,0,2.9706,0,0.059839
0.30473,0.83898,-9.0283e-05,0.0022472,1,0.058414,0.0046194,12.658,174.09,859.73,0,0,0,0,2.9706,0,0.069917
0.30458,0.84094,-0.00010693,0.003801,0.88803,0.064751,0.0051997,12.454,87.162,778.22,0,0,0,0,2.9706,0,0.079962
0.3057,0.8437,-9.5063e-05,0.0061341,0.5,0.070079,0.0055855,12.544,34.927,447.49,0,0,0,0,2.9706,0,0.08839
0.3097,0.84584,1.4492e-05,0.011303,0.5,0.070286,0.0056651,12.407,34.169,445.91,0,0,0,0,2.9602,0,0.088269
0.30822,0.84287,1.7746e-05,0.010009,0.88433,0.065177,0.0052458,12.428,85.198,773.48,0,0,0,0,2.9602,0,0.079989
0.30703,0.83946,5.1033e-05,0.0084584,1,0.058879,0.0046466,12.685,172.65,858.96,0,0,0,0,2.9602,0,0.069976
0.31234,0.839,0.00022093,0.013508,1,0.057112,0.0044267,12.943,203.53,855.98,0,0,0,0,2.9501,0,0.06652
0.31114,0.8363,0.00026582,0.012541,1,0.052854,0.0039755,13.331,264.87,853.13,0,0,0,0,2.9501,0,0.059985
0.30805,0.83571,0.0001789,0.009599,1,0.052595,0.0039652,13.301,265.87,853.84,0,0,0,0,2.9562,0,0.059962
0.31752,0.8416,0.00034211,0.019041,1,0.059466,0.004641,12.833,175.01,855.28,0,0,0,0,2.94,0,0.069348
0.31548,0.83791,0.00040063,0.017096,1,0.053274,0.0039908,13.386,262.97,851.38,0,0,0,0,2.94,0,0.059994
0.32075,0.84374,0.00046802,0.024078,1,0.06044,0.0047077,12.852,166.47,853.15,0,0,0,0,2.93,0,0.07
0.32076,0.84375,0.00046854,0.024097,1,0.060442,0.0047078,12.852,166.46,853.15,0,0,0,0,2.93,0,0.07
0.31848,0.84011,0.00052112,0.021413,1,0.053701,0.0040073,13.437,260.66,849.11,0,0,0,0,2.93,0,0.059995
0.32292,0.84731,0.0004446,0.026543,0.85814,0.067033,0.0053218,12.599,79.319,745.95,0,0,0,0,2.93,0,0.08
0.32294,0.84731,0.00044509,0.026562,0.8581,0.067035,0.0053219,12.599,79.311,745.9,0,0,0,0,2.93,1.5777e-30,0.08
0.32454,0.85004,0.00044795,0.027507,0.5,0.071891,0.0057167,12.576,34.932,441.8,0,0,0,0,2.9301,0,0.087511
0.32456,0.85005,0.00044896,0.027545,0.5,0.071895,0.0057167,12.576,34.935,441.79,0,0,0,0,2.93,0,0.087509
0.32726,0.85168,0.00057926,0.032818,0.5,0.072475,0.0057281,12.652,35.481,440.06,0,0,0,0,2.92,0,0.087133
0.32576,0.84933,0.0005698,0.031728,0.84381,0.067746,0.0053505,12.665,76.761,731.46,0,0,0,0,2.92,0,0.08
0.32357,0.84615,0.00058362,0.028827,1,0.061011,0.0047321,12.906,163.58,850.27,0,0,0,0,2.92,-1.5777e-30,0.07
0.32068,0.84236,0.0006035,0.024757,1,0.054059,0.0040228,13.474,258.43,846.88,0,0,0,0,2.9219,0,0.059995
0.32356,0.84614,0.00058376,0.028815,1,0.060986,0.0047295,12.908,163.93,850.26,0,0,0,0,2.92,0,0.069963
0.30594,0.83508,0.00012659,0.0076207,1,0.052128,0.0039245,13.331,270.77,854.13,0,0,0,0,2.9602,0,0.059499
0.30458,0.82973,0.00023571,0.0068438,1,0.045749,0.0031935,14.418,361.92,850.51,0,0,0,0,2.9603,0,0.049864
0.3051,0.82934,9.6755e-05,0.0029072,1,0.045369,0.0031725,14.395,363.78,850.79,0,0,0,0,2.9699,0,0.049707
0.30139,0.82093,0.00039399,0.0055668,1,0.038798,0.0023795,16.548,459.12,847.45,0,0,0,0,2.9604,0,0.03965
0.29447,0.80511,0.00058761,0.0036641,1,0.031652,0.0015747,20.812,557.66,845.04,0,0,0,0,2.9606,0,0.029298
0.28045,0.77221,0.00077298,0.0011788,1,0.024792,0.00087599,30.811,655.53,843.36,0,0,0,0,2.9609,0,0.019048
0.30437,0.82267,0.00053157,0.0087563,1,0.039074,0.0023904,16.589,457.08,846.35,0,0,0,0,2.9501,0,0.039738
0.29647,0.80745,0.00072263,0.006015,1,0.031827,0.0015792,20.876,555.51,843.81,0,0,0,0,2.9503,8.2718e-25,0.029388
0.30864,0.83097,0.00037693,0.010897,1,0.046107,0.0032083,14.463,360.11,849.45,0,0,0,0,2.9501,0,0.049929
0.31258,0.83291,0.00050408,0.014736,1,0.046433,0.0032192,14.516,358.19,847.79,0,0,0,0,2.94,0,0.049945
0.30801,0.82506,0.00064967,0.011842,1,0.039307,0.0023959,16.651,455.06,844.69,0,0,0,0,2.94,0,0.039766
0.29994,0.81041,0.00083168,0.0083432,1,0.031962,0.0015787,20.982,553.39,842.07,0,0,0,0,2.9402,0,0.029422
0.28427,0.77828,0.0010147,0.0040925,1,0.024968,0.00087169,31.254,651.38,840.13,0,0,0,0,2.9404,0,0.019139
0.28111,0.77488,0.00090962,0.002564,1,0.024896,0.00087554,30.987,653.51,841.97,0,0,0,0,2.9506,0,0.019111
0.25134,0.6968,0.00078126,-0.00080211,1,0.017329,0.00040884,60.073,733.26,842.84,0,0,0,0,2.9613,0,0.011059
0.26932,0.74553,0.00091459,0.0015201,1,0.022041,0.00069775,42.092,683.08,841.66,0,0,0,0,2.9508,0,0.01606
0.306,0.83532,0.00012152,0.0076567,1,0.052424,0.0039584,13.281,266.53,854.3,0,0,0,0,2.9602,0,0.059947
0.3163,0.84747,0.00015937,0.01674,0.5,0.070747,0.0056897,12.435,34.241,444.65,0,0,0,0,2.9501,0,0.088063
0.3213,0.84871,0.00030711,0.022155,0.5,0.071314,0.0057047,12.501,34.468,443.31,0,0,0,0,2.94,0,0.087823
0.31475,0.84428,0.00016287,0.015777,0.87733,0.065734,0.0052722,12.472,83.396,765.97,0,0,0,0,2.9501,0,0.079998
0.31969,0.84568,0.00030772,0.021247,0.86937,0.066361,0.005296,12.534,81.5,757.48,0,0,0,0,2.94,0,0.08
0.31298,0.84044,0.00019705,0.014022,1,0.059377,0.0046668,12.737,170.91,857.5,0,0,0,0,2.9501,0,0.069996
0.31766,0.84186,0.00033803,0.019177,1,0.059898,0.0046863,12.795,168.88,855.55,0,0,0,0,2.94,0,0.07
0.26519,0.73142,0.0010273,0.0020918,1,0.020493,0.00059494,48.544,697.51,839.53,0,0,0,0,2.9405,0,0.014367
0.33286,0.85634,0.00078224,0.042718,0.5,0.073595,0.0057487,12.801,36.564,435.86,0,0,0,0,2.9,0,0.086209
0.33148,0.85475,0.00076019,0.041468,0.80524,0.06926,0.0054161,12.79,70.513,693.07,0,0,0,0,2.9,-1.5777e-30,0.08
0.33001,0.85375,0.00069221,0.037898,0.5,0.073045,0.0057389,12.728,36.039,438.09,0,0,0,0,2.91,0,0.086701
0.32857,0.85179,0.0006765,0.036712,0.82631,0.068489,0.005382,12.728,73.831,713.95,0,0,0,0,2.91,1.5777e-30,0.08
0.32635,0.84907,0.0006783,0.033363,1,0.061603,0.0047594,12.956,160.25,846.94,0,0,0,0,2.91,0,0.07
0.32634,0.84906,0.00067832,0.03336,1,0.061597,0.0047588,12.957,160.33,846.93,0,0,0,0,2.91,0,0.069991
0.32923,0.85251,0.00074798,0.037678,1,0.062213,0.0047894,13.002,156.45,843.14,0,0,0,0,2.9,0,0.07
0.32922,0.85251,0.00074798,0.037675,1,0.062209,0.0047889,13.002,156.51,843.14,0,0,0,0,2.9,0,0.069993
0.33448,0.85823,0.00081636,0.04593,0.78067,0.070054,0.0054525,12.849,66.837,668.93,0,0,0,0,2.89,0,0.08
0.33219,0.85648,0.00078869,0.041728,1,0.062839,0.0048218,13.044,152.21,838.9,0,0,0,0,2.89,0,0.07
0.3358,0.85949,0.00084427,0.047196,0.5,0.07412,0.0057577,12.871,36.99,433.36,0,0,0,0,2.89,0,0.085666
