"Co","U:0","U:1","U:2","alpha.water","k","nut","omega","p","p_rgh","wallShearStress:0","wallShearStress:1","wallShearStress:2","yPlus","Points:0","Points:1","Points:2"
0.79281,0.97078,0.0013195,0.099676,1,0.029474,0.00085061,34.652,199.31,836.97,0,0,0,0,0.575,0,0.065
0.80442,0.9738,0.0030111,0.11107,1,0.030001,0.00085723,34.998,196.68,834.34,0,0,0,0,0.57,0,0.065
0.79953,0.97331,0.0045155,0.10388,1,0.02791,0.00079027,35.331,235.77,824.37,0,0,0,0,0.57,0,0.06
0.7884,0.96987,0.0030804,0.093586,1,0.027424,0.00078315,35.033,238.27,826.87,0,0,0,0,0.575,0,0.06
0.77896,0.9624,0.0044831,0.087075,1,0.025602,0.00070936,36.133,278.18,817.74,0,0,0,0,0.575,1.5777e-30,0.055
0.78948,0.96625,0.0055883,0.096307,1,0.02605,0.00071652,36.397,275.78,815.34,0,0,0,0,0.57,0,0.055
0.76329,0.94697,0.0055444,0.080186,1,0.024067,0.00063204,38.158,319.06,809.57,0,0,0,0,0.575,0,0.05
0.77299,0.95115,0.0062685,0.088372,1,0.024488,0.00063882,38.412,316.75,807.26,0,0,0,0,0.57,0,0.05
0.7406,0.92263,0.0063293,0.072976,1,0.022818,0.00055485,41.252,360.92,802.38,0,0,0,0,0.575,0,0.045
0.7492,0.9268,0.0066376,0.080091,1,0.02323,0.00056085,41.549,358.68,800.14,0,0,0,0,0.57,0,0.045
0.71118,0.88944,0.006947,0.065626,1,0.021779,0.00048114,45.44,403.77,796.18,0,0,0,0,0.575,0,0.04
0.71812,0.8929,0.0068096,0.071631,1,0.022207,0.00048625,45.852,401.58,793.99,0,0,0,0,0.57,0,0.04
0.6768,0.8494,0.0075967,0.058439,1,0.020822,0.00041324,50.608,447.59,790.94,0,0,0,0,0.575,0,0.035
0.66601,0.85041,0.0083913,0.042486,1,0.019547,0.00040407,48.568,452.63,795.98,0,0,0,0,0.59,0,0.035
0.63786,0.81584,0.010074,0.037171,1,0.018595,0.00034576,54.005,497.17,791.4,0,0,0,0,0.59,0,0.029998
0.63693,0.81994,0.0099117,0.031963,1,0.01823,0.00034473,53.097,498.5,792.73,0,0,0,0,0.595,0,0.029998
0.61089,0.79026,0.009631,0.024707,0.99994,0.017452,0.00029515,59.375,543.93,788.78,0,0,0,0,0.595,0,0.024976
0.61165,0.79672,0.0086545,0.019791,0.99991,0.017155,0.00029554,58.278,545.18,790.01,0,0,0,0,0.6,0,0.024976
0.58747,0.77213,0.0019921,0.010043,0.99988,0.016649,0.00025313,66.078,591.59,786.52,0,0,0,0,0.6,0,0.019893
0.58396,0.76379,0.0036375,0.014545,0.99991,0.016898,0.00025208,67.35,590.25,785.18,0,0,0,0,0.595,0,0.019893
0.61017,0.78386,0.010329,0.029808,0.99998,0.017776,0.00029518,60.476,542.59,787.45,0,0,0,0,0.59,0,0.024976
0.58123,0.75514,0.0053658,0.019423,0.99994,0.017169,0.00025131,68.646,588.9,783.84,0,0,0,0,0.59,2.5849e-26,0.019893
0.6093,0.77753,0.010673,0.034869,1,0.018135,0.00029581,61.577,541.2,786.06,0,0,0,0,0.585,0,0.024976
0.63884,0.81215,0.0099105,0.042254,1,0.018992,0.0003474,54.903,495.72,789.95,0,0,0,0,0.585,0,0.029998
0.60814,0.77136,0.010559,0.039622,0.99999,0.018529,0.00029701,62.671,539.74,784.6,0,0,0,0,0.58,-6.4623e-27,0.024976
0.63985,0.80901,0.0094098,0.047062,1,0.019414,0.00034952,55.79,494.13,788.36,0,0,0,0,0.58,0,0.029998
0.83261,0.95647,-0.00063009,0.16973,0.5,0.044622,0.0011364,39.244,12.316,447.99,0,0,0,0,0.56,0,0.091222
0.82968,0.9537,-0.0010451,0.16945,0.62171,0.043793,0.0011231,38.982,15.799,555.79,0,0,0,0,0.56,0,0.09
0.8276,0.95392,-0.00048504,0.16539,0.99963,0.040935,0.0010751,38.064,43.622,877.15,0,0,0,0,0.56,1.5777e-30,0.085
0.81491,0.9521,-0.0023808,0.14904,0.99982,0.04009,0.0010699,37.462,47.18,880.87,0,0,0,0,0.565,0,0.085
0.82748,0.95838,0.00096909,0.15814,0.99998,0.038367,0.0010295,37.258,77.755,862.54,0,0,0,0,0.56,0,0.08
0.81465,0.95649,-0.00098181,0.1432,0.99999,0.037591,0.0010238,36.708,81.542,866.34,0,0,0,0,0.565,0,0.08
0.86208,0.95968,0.0029662,0.20335,0.5,0.045358,0.0011268,40.233,13.482,439.23,0,0,0,0,0.55,0,0.089059
0.85508,0.96266,0.0045495,0.18887,0.99987,0.040087,0.0010422,38.454,67.565,852.26,0,0,0,0,0.55,0,0.08
0.84109,0.96031,0.0028258,0.17343,0.99995,0.0392,0.0010357,37.84,73.243,858,0,0,0,0,0.555,-1.5777e-30,0.08
0.84192,0.96862,0.0046525,0.16463,1,0.036664,0.00098897,37.063,109.8,845.55,0,0,0,0,0.555,0,0.075
0.829,0.96641,0.0028737,0.15098,1,0.035908,0.00098226,36.548,114.23,849.98,0,0,0,0,0.56,0,0.075
0.81631,0.96426,0.00096741,0.13739,1,0.035199,0.000976,36.057,118.01,853.76,0,0,0,0,0.565,-1.5777e-30,0.075
0.81755,0.97199,0.002966,0.13025,1,0.032846,0.00092347,35.562,155.4,842.1,0,0,0,0,0.565,0,0.07
0.82976,0.97457,0.004721,0.14268,1,0.033493,0.00093047,35.988,151.83,838.53,0,0,0,0,0.56,0,0.07
0.82785,0.98001,0.0061629,0.13368,1,0.031147,0.00087221,35.708,190.35,828,0,0,0,0,0.56,-1.5777e-30,0.065
0.81613,0.97687,0.0046485,0.12239,1,0.030559,0.00086445,35.35,193.71,831.36,0,0,0,0,0.565,0,0.065
0.81074,0.97691,0.0058613,0.11411,1,0.028419,0.00079797,35.626,232.94,821.55,0,0,0,0,0.565,-1.5777e-30,0.06
0.82204,0.98071,0.0070708,0.12434,1,0.02895,0.00080627,35.917,229.77,818.37,0,0,0,0,0.56,0,0.06
0.87668,0.96267,0.0046019,0.21796,0.5,0.045729,0.0011218,40.736,15.35,434.27,0,0,0,0,0.545,-1.5777e-30,0.08779
0.88952,0.96534,0.0058291,0.23132,0.5,0.046274,0.0011195,41.309,15.374,429.1,0,0,0,0,0.54,0,0.086742
0.87103,0.96009,0.0046213,0.21428,0.77634,0.043907,0.0010943,40.11,27.533,669.61,0,0,0,0,0.545,1.5777e-30,0.085
0.88479,0.96283,0.005769,0.22845,0.67277,0.045075,0.001102,40.891,21.858,575.14,0,0,0,0,0.54,0,0.085
0.94173,0.98574,0.0085587,0.27687,0.5,0.048063,0.001103,43.54,17.747,405.37,0,0,0,0,0.52,0,0.081421
0.93666,0.98414,0.0086122,0.27213,0.64062,0.046957,0.0010888,43.108,23.517,517.82,0,0,0,0,0.52,0,0.08
0.92999,0.97918,0.0082215,0.26793,0.5,0.047481,0.0011054,42.922,18.386,411.9,0,0,0,0,0.525,0,0.082609
0.92301,0.97826,0.0084755,0.26092,0.75745,0.045573,0.0010799,42.184,31.36,620.09,0,0,0,0,0.525,0,0.08
0.88174,0.96786,0.0070623,0.2181,0.99924,0.042045,0.0010562,39.796,55.061,839.25,0,0,0,0,0.54,1.5777e-30,0.08
0.86873,0.96533,0.0060053,0.20378,0.99968,0.041032,0.001049,39.104,61.24,845.78,0,0,0,0,0.545,-1.5777e-30,0.08
0.85482,0.97105,0.0062305,0.17826,0.99999,0.037465,0.00099599,37.606,104.64,840.39,0,0,0,0,0.55,0,0.075
0.85412,0.98006,0.0076763,0.16748,1,0.034901,0.00094573,36.894,143.08,829.78,0,0,0,0,0.55,0,0.07
0.84194,0.97723,0.0063117,0.15511,1,0.034178,0.0009379,36.432,147.74,834.44,0,0,0,0,0.555,0,0.07
0.8799,0.97629,0.0084529,0.20495,0.99996,0.039218,0.0010108,38.786,93.217,828.94,0,0,0,0,0.54,0,0.075
0.86748,0.97366,0.007516,0.19167,0.99999,0.038315,0.0010033,38.179,99.023,834.76,0,0,0,0,0.545,0,0.075
0.86619,0.98307,0.008764,0.17972,1,0.035662,0.00095381,37.378,137.97,824.67,0,0,0,0,0.545,0,0.07
0.87821,0.98631,0.0095612,0.19187,1,0.036465,0.00096208,37.89,132.45,819.15,0,0,0,0,0.54,0,0.07
0.87486,0.99467,0.010146,0.1786,1,0.033803,0.00090754,37.238,172.46,810.11,0,0,0,0,0.54,0,0.065
0.86306,0.99058,0.0094964,0.16743,1,0.033093,0.00089822,36.836,177.6,815.25,0,0,0,0,0.545,0,0.065
0.85131,0.98681,0.0086171,0.15622,1,0.032414,0.00088914,36.449,182.28,819.94,0,0,0,0,0.55,0,0.065
0.83957,0.98331,0.0074991,0.14496,1,0.031765,0.00088042,36.075,186.54,824.2,0,0,0,0,0.555,0,0.065
0.80014,0.97043,0.0065851,0.10551,1,0.026515,0.00072439,36.641,273.09,812.65,0,0,0,0,0.565,1.5777e-30,0.055
0.81097,0.97497,0.0074499,0.11472,1,0.026995,0.00073293,36.867,270.07,809.63,0,0,0,0,0.56,-1.5777e-30,0.055
0.79333,0.96112,0.0073775,0.10476,1,0.025353,0.00065428,38.828,311.25,801.76,0,0,0,0,0.56,0,0.05
0.78299,0.95586,0.0068795,0.096549,1,0.024917,0.00064626,38.634,314.15,804.66,0,0,0,0,0.565,0,0.05
0.75829,0.93175,0.0068402,0.087211,1,0.023643,0.0005674,41.801,356.16,797.62,0,0,0,0,0.565,0,0.045
0.76797,0.93752,0.0069606,0.094395,1,0.024056,0.00057443,42.01,353.34,794.8,0,0,0,0,0.56,0,0.045
0.73422,0.90309,0.0063103,0.083666,1,0.023053,0.00049767,46.519,396.36,788.77,0,0,0,0,0.56,-1.5777e-30,0.04
0.72575,0.89742,0.0065812,0.077615,1,0.022634,0.00049182,46.21,399.12,791.53,0,0,0,0,0.565,1.5777e-30,0.04
0.68662,0.85401,0.0062736,0.068127,1,0.021746,0.000422,51.771,443.07,786.42,0,0,0,0,0.565,0,0.035
0.6813,0.85106,0.0069787,0.063343,1,0.021282,0.00041743,51.213,445.47,788.82,0,0,0,0,0.57,0,0.035
0.64097,0.80664,0.0085874,0.051481,1,0.019868,0.00035228,56.653,492.36,786.59,0,0,0,0,0.575,0,0.029998
0.64241,0.80532,0.0075016,0.055485,1,0.020347,0.00035557,57.492,490.35,784.58,0,0,0,0,0.57,0,0.029998
0.60497,0.76061,0.0086804,0.047378,0.99997,0.019414,0.00030096,64.818,536.32,781.18,0,0,0,0,0.57,6.4623e-27,0.024976
0.60664,0.7656,0.0098982,0.043829,0.99998,0.018955,0.00029873,63.752,538.16,783.01,0,0,0,0,0.575,0,0.024976
0.57618,0.73683,0.0085862,0.029177,0.99998,0.017816,0.00025128,71.257,586.39,781.34,0,0,0,0,0.58,0,0.019893
0.5727,0.72761,0.0094358,0.033366,0.99996,0.018197,0.00025209,72.549,585.08,780.03,0,0,0,0,0.575,0,0.019893
0.57894,0.74612,0.0071017,0.024412,0.99997,0.017472,0.00025099,69.954,587.62,782.57,0,0,0,0,0.585,0,0.019893
0.89243,0.97918,0.0090716,0.21845,0.99991,0.040176,0.0010185,39.433,86.894,822.57,0,0,0,0,0.535,0,0.075
0.9056,0.983,0.0094739,0.23227,0.99976,0.041191,0.0010263,40.12,78.943,814.51,0,0,0,0,0.53,0,0.075
0.91651,0.97247,0.0075616,0.25725,0.5,0.047255,0.0011125,42.452,15.218,417.84,0,0,0,0,0.53,0,0.084296
0.91885,0.98782,0.0097149,0.24533,0.99941,0.042265,0.0010342,40.852,69.905,805.21,0,0,0,0,0.525,-1.5777e-30,0.075
0.93144,0.99289,0.0097552,0.25714,0.99858,0.043414,0.0010422,41.638,61.221,795.9,0,0,0,0,0.52,0,0.075
0.92794,1.0048,0.010752,0.23935,0.99993,0.040128,0.00099597,40.273,103.44,790.1,0,0,0,0,0.52,0,0.07
0.9155,0.99938,0.010669,0.22804,0.99997,0.039136,0.00098746,39.617,111.38,798.06,0,0,0,0,0.525,0,0.07
0.89042,0.98997,0.010106,0.20405,1,0.03731,0.00097046,38.432,126.24,812.94,0,0,0,0,0.535,-1.5777e-30,0.07
0.90295,0.99435,0.010463,0.21624,0.99999,0.038199,0.00097895,39.006,119.1,805.8,0,0,0,0,0.53,0,0.07
0.91139,1.0101,0.011166,0.21139,1,0.036136,0.0009363,38.581,153.27,790.92,0,0,0,0,0.525,0,0.065
0.89905,1.0044,0.010932,0.20073,1,0.035322,0.00092662,38.107,160.26,797.91,0,0,0,0,0.53,0,0.065
0.88684,0.99922,0.010607,0.18974,1,0.034545,0.00091702,37.661,166.71,804.36,0,0,0,0,0.535,0,0.065
0.86818,0.99897,0.010146,0.16524,1,0.031306,0.00084496,37.052,213.09,801.69,0,0,0,0,0.54,0,0.06
0.88017,1.0046,0.010538,0.17542,1,0.031955,0.00085565,37.345,207.78,796.38,0,0,0,0,0.535,0,0.06
0.85643,0.99384,0.0096356,0.15502,1,0.030683,0.00083463,36.766,217.89,806.49,0,0,0,0,0.545,0,0.06
0.84485,0.98913,0.0089652,0.14479,1,0.030082,0.00082468,36.484,222.25,810.85,0,0,0,0,0.55,0,0.06
0.8334,0.98477,0.008111,0.13456,1,0.029505,0.00081516,36.203,226.21,814.81,0,0,0,0,0.555,0,0.06
0.82201,0.9799,0.0081728,0.12396,1,0.027489,0.00074202,37.08,266.7,806.26,0,0,0,0,0.555,0,0.055
0.83329,0.98525,0.0087584,0.13324,1,0.028,0.00075185,37.273,262.97,802.53,0,0,0,0,0.55,1.5777e-30,0.055
0.80409,0.96696,0.007775,0.11305,1,0.025796,0.0006629,38.992,308.03,798.54,0,0,0,0,0.555,0,0.05
0.81529,0.9734,0.0080955,0.12144,1,0.026248,0.00067233,39.115,304.47,794.98,0,0,0,0,0.55,0,0.05
0.84484,0.99106,0.0092258,0.14257,1,0.028526,0.00076225,37.452,258.87,798.43,0,0,0,0,0.545,0,0.055
0.82697,0.98043,0.0083704,0.12993,1,0.026708,0.00068249,39.205,300.57,791.08,0,0,0,0,0.545,0,0.05
0.85672,0.99735,0.0096076,0.15192,1,0.029068,0.00077311,37.624,254.37,793.93,0,0,0,0,0.54,0,0.055
0.83914,0.98805,0.0086357,0.1385,1,0.027176,0.00069324,39.27,296.3,786.81,0,0,0,0,0.54,-1.5777e-30,0.05
0.81377,0.96891,0.0073626,0.12466,1,0.025695,0.00060878,42.346,338.89,780.35,0,0,0,0,0.54,0,0.045
0.80121,0.95988,0.0071967,0.11683,1,0.025285,0.00059914,42.34,342.99,784.45,0,0,0,0,0.545,0,0.045
0.69302,0.85842,0.0055645,0.072916,1,0.022205,0.00042674,52.285,440.35,783.7,0,0,0,0,0.56,0,0.035
0.64455,0.80533,0.0062603,0.059156,1,0.02084,0.00035917,58.304,488.03,782.26,0,0,0,0,0.565,0,0.029998
0.64774,0.80696,0.0050079,0.062665,1,0.02134,0.00036299,59.088,485.35,779.58,0,0,0,0,0.56,0,0.029998
0.6035,0.75676,0.0070306,0.050316,0.99997,0.019891,0.00030347,65.874,534.13,778.99,0,0,0,0,0.565,0,0.024976
0.56404,0.71118,0.0081776,0.039392,0.99994,0.019027,0.00025467,75.101,581.53,776.47,0,0,0,0,0.565,0,0.019893
0.56854,0.71891,0.0093215,0.036768,0.99995,0.018605,0.0002533,73.827,583.52,778.46,0,0,0,0,0.57,0,0.019893
0.5284,0.6769,0.0036001,0.021924,0.99995,0.017939,0.00021088,85.613,631.67,776.24,0,0,0,0,0.57,0,0.014731
0.5367,0.68974,0.00035636,0.0196,0.99996,0.017579,0.00020998,84.293,632.86,777.43,0,0,0,0,0.575,0,0.014731
0.78938,0.95161,0.0070986,0.10917,1,0.024876,0.00059018,42.286,346.76,788.22,0,0,0,0,0.55,0,0.045
0.77831,0.94414,0.0070332,0.1017,1,0.024466,0.00058197,42.174,350.21,791.67,0,0,0,0,0.555,0,0.045
0.74367,0.90995,0.0060553,0.089874,1,0.023464,0.00050386,46.77,393.28,785.69,0,0,0,0,0.555,0,0.04
0.75422,0.91801,0.0058749,0.09632,1,0.023867,0.00051057,46.953,389.88,782.29,0,0,0,0,0.55,0,0.04
0.7098,0.87195,0.0044924,0.083069,1,0.023097,0.00043707,53.125,433.87,777.22,0,0,0,0,0.55,0,0.035
0.70069,0.86438,0.0049425,0.077851,1,0.022656,0.00043174,52.74,437.28,780.63,0,0,0,0,0.555,0,0.035
0.65232,0.81037,0.0038967,0.06622,1,0.021847,0.000367,59.841,482.27,776.5,0,0,0,0,0.555,0,0.029998
0.65856,0.8157,0.00306,0.070026,1,0.022353,0.00037116,60.558,478.8,773.03,0,0,0,0,0.55,8.0779e-28,0.029998
0.60516,0.7551,0.0019946,0.057715,1,0.021426,0.00031197,69.07,524.85,769.71,0,0,0,0,0.55,0,0.024976
0.60313,0.75379,0.0034317,0.055207,0.99999,0.020894,0.00030897,67.992,528.41,773.27,0,0,0,0,0.555,0,0.024976
0.60272,0.75441,0.0051888,0.052836,0.99998,0.020381,0.00030609,66.93,531.51,776.36,0,0,0,0,0.56,0,0.024976
0.55972,0.70472,0.0062745,0.041441,0.99995,0.019453,0.00025603,76.386,579.01,773.96,0,0,0,0,0.56,0,0.019893
0.55616,0.69974,0.0040836,0.043205,0.99996,0.019893,0.00025743,77.705,575.91,770.86,0,0,0,0,0.555,0,0.019893
0.55387,0.69638,0.0020628,0.045013,0.99998,0.020354,0.00025885,79.086,572.22,767.17,0,0,0,0,0.55,0,0.019893
0.96772,1.0032,0.0092512,0.29207,0.5,0.04884,0.0010932,44.635,19.537,392.91,0,0,0,0,0.51,0,0.078475
0.94064,1.0108,0.010812,0.25052,0.99983,0.041181,0.0010045,40.98,94.608,781.19,0,0,0,0,0.515,0,0.07
0.95394,1.0181,0.010996,0.26131,0.99957,0.042299,0.0010129,41.741,83.866,770.26,0,0,0,0,0.51,0,0.07
0.92384,1.0164,0.01136,0.22167,1,0.036992,0.00094596,39.09,145.76,783.41,0,0,0,0,0.52,-1.5777e-30,0.065
0.93659,1.0234,0.011595,0.23167,1,0.037893,0.00095557,39.637,137.42,775.07,0,0,0,0,0.515,0,0.065
0.55635,0.72718,-0.010355,0.0065638,0.99994,0.016734,0.00021015,80.266,636.12,780.69,0,0,0,0,0.59,0,0.014731
0.56293,0.73785,-0.012452,0.0017661,0.99995,0.016518,0.00021111,78.888,637.56,782.14,0,0,0,0,0.595,-1.034e-25,0.014731
0.57066,0.74765,-0.013837,-0.0023623,0.99995,0.016319,0.00021226,77.538,639.07,783.64,0,0,0,0,0.6,5.1699e-26,0.014731
0.54886,0.70112,-0.029754,-0.011837,0.99998,0.016604,0.00016719,101.39,686.25,780.93,0,0,0,0,0.6,0,0.0095972
0.97885,1.0142,0.0098414,0.29638,0.5,0.049013,0.0010861,45.085,21.213,386.08,0,0,0,0,0.505,0,0.076782
0.97267,1.0139,0.0099649,0.2891,0.67598,0.047466,0.0010682,44.411,30.04,519.74,0,0,0,0,0.505,0,0.075
0.96685,1.0262,0.011297,0.27048,0.99895,0.043485,0.0010212,42.561,72.673,758.63,0,0,0,0,0.505,0,0.07
0.97465,1.048,0.012983,0.2577,0.99991,0.040886,0.00098295,41.572,108.63,746.22,0,0,0,0,0.5,0,0.065
0.96221,1.0394,0.012395,0.24986,0.99996,0.039833,0.00097408,40.872,118.62,756.25,0,0,0,0,0.505,0,0.065
0.94953,1.0312,0.011937,0.24122,0.99999,0.038839,0.00096496,40.23,128.18,765.82,0,0,0,0,0.51,0,0.065
0.9431,1.041,0.012394,0.2222,1,0.035623,0.00091149,39.067,172.78,761.38,0,0,0,0,0.51,-1.5777e-30,0.06
0.93019,1.0325,0.011871,0.21374,1,0.034825,0.00090035,38.666,181.07,769.67,0,0,0,0,0.515,-1.5777e-30,0.06
0.89239,1.0107,0.010858,0.18547,1,0.032628,0.00086658,37.648,201.93,790.53,0,0,0,0,0.53,0,0.06
0.9048,1.0174,0.011153,0.19526,1,0.033329,0.0008777,37.967,195.57,784.17,0,0,0,0,0.525,0,0.06
0.91739,1.0247,0.011471,0.2047,1,0.034061,0.000889,38.304,188.67,777.27,0,0,0,0,0.52,0,0.06
0.92006,1.0364,0.011641,0.19644,1,0.03207,0.00083521,38.401,225,764.55,0,0,0,0,0.515,-1.5777e-30,0.055
0.90702,1.0276,0.011088,0.18817,1,0.031427,0.00082204,38.24,231.88,771.44,0,0,0,0,0.52,0,0.055
0.89412,1.0193,0.010646,0.17948,1,0.030807,0.00080916,38.085,238.21,777.76,0,0,0,0,0.525,0,0.055
0.8814,1.0115,0.010277,0.17048,1,0.030208,0.00079674,37.932,244.04,783.6,0,0,0,0,0.53,1.5777e-30,0.055
0.86891,1.0042,0.0099442,0.16126,1,0.029629,0.00078466,37.781,249.43,788.99,0,0,0,0,0.535,0,0.055
0.86474,1.0049,0.0092769,0.15564,1,0.028148,0.00071707,39.314,286.65,777.16,0,0,0,0,0.53,0,0.05
0.85175,0.99622,0.0089273,0.1471,1,0.027656,0.00070478,39.305,291.67,782.17,0,0,0,0,0.535,0,0.05
0.82698,0.97861,0.0076216,0.13261,1,0.026106,0.00061923,42.296,334.47,775.93,0,0,0,0,0.535,0,0.045
0.8407,0.98886,0.0079892,0.14058,1,0.026521,0.00063055,42.193,329.75,771.21,0,0,0,0,0.53,0,0.045
0.80703,0.96055,0.0065846,0.12486,1,0.025378,0.00054349,46.925,373.35,765.76,0,0,0,0,0.53,0,0.04
0.79247,0.94865,0.0061731,0.1174,1,0.025014,0.00053416,47.054,377.86,770.27,0,0,0,0,0.535,0,0.04
0.77869,0.93747,0.0059137,0.1101,1,0.024642,0.00052559,47.103,382.15,774.56,0,0,0,0,0.54,1.5777e-30,0.04
0.7659,0.92721,0.0058174,0.10306,1,0.024259,0.00051779,47.066,386.16,778.57,0,0,0,0,0.545,0,0.04
1.002,1.0377,0.011617,0.3014,0.5,0.049894,0.0010781,46.233,20.483,372.63,0,0,0,0,0.495,1.5777e-30,0.074063
1.0126,1.0523,0.013154,0.30086,0.5,0.049846,0.0010694,46.554,23.889,366.49,0,0,0,0,0.49,0,0.072241
1.0056,1.0539,0.013321,0.29119,0.72102,0.047637,0.0010467,45.481,37.025,525.53,0,0,0,0,0.49,0,0.07
0.9999,1.0677,0.014875,0.2706,0.99948,0.04318,0.00099976,43.164,84.081,721.39,0,0,0,0,0.49,1.5777e-30,0.065
0.98745,1.0574,0.01379,0.26501,0.99978,0.042002,0.00099153,42.336,96.808,734.31,0,0,0,0,0.495,0,0.065
0.99368,1.0796,0.016166,0.2486,0.99999,0.039194,0.00095248,41.124,133.48,722.08,0,0,0,0,0.49,1.5777e-30,0.06
0.98142,1.0693,0.014923,0.24331,0.99999,0.038241,0.00094294,40.533,144.22,732.82,0,0,0,0,0.495,0,0.06
0.96869,1.0593,0.013886,0.23693,1,0.037329,0.00093286,39.995,154.56,743.16,0,0,0,0,0.5,0,0.06
0.95592,1.0499,0.013057,0.2299,1,0.036456,0.00092234,39.508,164,752.6,0,0,0,0,0.505,0,0.06
0.55062,0.71552,-0.0073582,0.011565,0.99995,0.016977,0.00020954,81.642,634.85,779.42,0,0,0,0,0.585,0,0.014731
0.53365,0.68235,-0.034606,-0.00087792,0.99996,0.016759,0.000162,104.03,682.57,777.24,0,0,0,0,0.59,0,0.0095972
0.54126,0.69237,-0.032385,-0.0067473,0.99998,0.016691,0.0001647,102.84,684.28,778.96,0,0,0,0,0.595,0,0.0095972
0.52066,0.66522,0.005322,0.023496,0.99994,0.018311,0.00021176,87.003,629.97,774.55,0,0,0,0,0.565,0,0.014731
0.51386,0.65507,0.0053275,0.02483,0.99995,0.018672,0.00021229,88.486,627.61,772.19,0,0,0,0,0.56,0,0.014731
0.46293,0.59578,-0.0076703,0.0043533,0.99998,0.01756,0.00016835,105.46,675.92,770.6,0,0,0,0,0.56,0,0.0095972
0.47508,0.61063,-0.012526,0.0065177,0.99997,0.017298,0.00016726,104.59,678.23,772.9,0,0,0,0,0.565,0,0.0095972
0.54419,0.7029,-0.0035979,0.016108,0.99996,0.017256,0.00020946,82.981,633.82,778.4,0,0,0,0,0.58,0,0.014731
0.52643,0.67074,-0.035115,0.0047118,0.99995,0.016797,0.00015979,104.82,681.42,776.09,0,0,0,0,0.585,4.1359e-25,0.0095972
0.51827,0.65739,-0.032678,0.0087568,0.99997,0.016821,0.00015907,105.07,680.91,775.58,0,0,0,0,0.58,0,0.0095972
0.50689,0.64252,-0.027068,0.010233,0.99998,0.016891,0.00016081,104.84,680.56,775.23,0,0,0,0,0.575,0,0.0095972
0.4913,0.62663,-0.019594,0.0090718,0.99997,0.017055,0.00016429,104.5,679.77,774.44,0,0,0,0,0.57,0,0.0095972
0.72047,0.8811,0.0042791,0.088675,1,0.023525,0.00044271,53.433,430.13,773.48,0,0,0,0,0.545,-1.5777e-30,0.035
0.73269,0.89175,0.0043351,0.094731,1,0.023937,0.00044873,53.653,426.1,769.45,0,0,0,0,0.54,0,0.035
0.67677,0.83222,0.0025573,0.079055,1,0.023353,0.00038005,61.826,470.83,765.07,0,0,0,0,0.54,4.039e-28,0.029998
0.66668,0.823,0.0025959,0.074259,1,0.022856,0.00037549,61.224,474.97,769.2,0,0,0,0,0.545,0,0.029998
0.60917,0.75843,0.0010413,0.060616,1,0.02198,0.00031514,70.168,520.86,765.72,0,0,0,0,0.545,0,0.024976
0.61537,0.76382,0.00066885,0.064116,1,0.022558,0.00031853,71.273,516.52,761.38,0,0,0,0,0.54,-3.2312e-27,0.024976
0.55495,0.69482,-0.00036008,0.049981,0.99999,0.021383,0.00026211,82.115,563.38,758.33,0,0,0,0,0.54,1.2925e-26,0.019893
0.55334,0.69475,0.00052687,0.047184,0.99999,0.020848,0.00026041,80.551,568.01,762.96,0,0,0,0,0.545,0,0.019893
0.49824,0.63301,0.0011616,0.029703,0.99997,0.019652,0.0002116,93.495,616.32,760.89,0,0,0,0,0.545,0,0.014731
0.5022,0.63903,0.002513,0.02773,0.99997,0.019327,0.00021207,91.718,620.74,765.31,0,0,0,0,0.55,0,0.014731
0.49625,0.62837,0.00041743,0.032517,0.99997,0.019995,0.00021104,95.414,611.38,755.96,0,0,0,0,0.54,0,0.014731
0.4317,0.55007,-0.0031566,0.0086857,0.99997,0.01833,0.00016126,113.5,658.82,753.49,0,0,0,0,0.54,-1.2925e-26,0.0095972
0.43803,0.55944,-0.0041062,0.0059072,0.99997,0.01818,0.00016365,111.24,664.23,758.91,0,0,0,0,0.545,0,0.0095972
0.5076,0.64639,0.0041215,0.026194,0.99996,0.019006,0.00021235,90.056,624.53,769.1,0,0,0,0,0.555,0,0.014731
0.45409,0.58256,-0.0053052,0.00362,0.99998,0.017797,0.00016762,107.06,672.84,767.51,0,0,0,0,0.555,4.1359e-25,0.0095972
0.44571,0.57045,-0.0044988,0.004259,0.99997,0.018002,0.00016586,109.07,668.93,763.61,0,0,0,0,0.55,0,0.0095972
0.41612,0.52691,-0.010833,0.00026488,0.99997,0.01652,0.00014039,120.06,677.27,758.36,0,0,0,0,0.545,0,0.008211
0.74636,0.90374,0.0046537,0.10124,1,0.024329,0.00045522,53.77,421.85,765.2,0,0,0,0,0.535,0,0.035
0.76133,0.91684,0.0051884,0.10811,1,0.024701,0.00046226,53.776,417.44,760.79,0,0,0,0,0.53,0,0.035
0.70183,0.85513,0.0036366,0.09013,1,0.024277,0.00038988,62.7,462.37,756.6,0,0,0,0,0.53032,0,0.029998
0.75685,0.91218,0.0050733,0.10677,1,0.024671,0.00045675,54.46,420.86,760.45,0,0,0,0,0.53,0,0.034617
0.68881,0.84327,0.002942,0.084485,1,0.023837,0.00038491,62.336,466.49,760.73,0,0,0,0,0.535,2.0195e-28,0.029998
0.62368,0.77122,0.00091404,0.068343,1,0.023157,0.00032219,72.363,511.97,756.83,0,0,0,0,0.535,0,0.024976
