# y+ ()       
# Time        	patch         	min           	max           	average       
22            	bottom	1.174515e+00	2.116891e+02	9.416565e+01
22            	cylinder	9.791959e-01	4.364578e+01	2.101421e+01
22            	frontAndBack	7.570682e-01	2.933754e+02	6.526361e+01
24            	bottom	1.559964e+00	2.125969e+02	9.451360e+01
24            	cylinder	1.301742e+00	4.287139e+01	2.024716e+01
24            	frontAndBack	7.927119e-01	2.836341e+02	6.548295e+01
26            	bottom	1.122169e+00	2.278766e+02	9.635419e+01
26            	cylinder	9.201585e-01	4.268277e+01	2.061556e+01
26            	frontAndBack	4.228937e-01	2.685956e+02	6.415782e+01
28            	bottom	1.314499e+00	2.288374e+02	9.721898e+01
28            	cylinder	1.078518e+00	4.243973e+01	2.079599e+01
28            	frontAndBack	6.922930e-01	2.813162e+02	6.490278e+01
30            	bottom	1.766211e+00	2.323095e+02	9.745435e+01
30            	cylinder	1.447732e+00	4.298023e+01	2.048980e+01
30            	frontAndBack	5.993383e-01	2.711003e+02	6.602219e+01
32            	bottom	1.783365e+00	2.384666e+02	9.765759e+01
32            	cylinder	1.462327e+00	4.346387e+01	2.092392e+01
32            	frontAndBack	5.876222e-01	2.639538e+02	6.546706e+01
34            	bottom	1.987823e+00	2.372838e+02	9.715798e+01
34            	cylinder	1.629979e+00	4.376377e+01	2.054365e+01
34            	frontAndBack	5.188359e-01	2.552128e+02	6.700203e+01
36            	bottom	2.066894e+00	2.270955e+02	9.606388e+01
36            	cylinder	1.723772e+00	4.255148e+01	2.046676e+01
36            	frontAndBack	6.405292e-01	2.398681e+02	6.700465e+01
38            	bottom	1.827105e+00	2.330966e+02	9.595405e+01
38            	cylinder	1.523789e+00	4.330136e+01	2.059394e+01
38            	frontAndBack	4.458393e-01	2.582698e+02	6.700116e+01
40            	bottom	1.814633e+00	2.288068e+02	9.529059e+01
40            	cylinder	1.513389e+00	4.350689e+01	2.080017e+01
40            	frontAndBack	5.154098e-01	2.721184e+02	6.724633e+01
