"Co","U:0","U:1","U:2","k","nut","omega","p","wallShearStress:0","wallShearStress:1","wallShearStress:2","yPlus","arc_length","Points:0","Points:1","Points:2"
296.29,0.010631,-0.13223,-0.030766,0.00031909,0,1445.9,0.0063018,-0.00010127,0.00054578,0.00012808,2.3449,0.0045143,-0.23823,-0.0036894,0.025
248.3,0.0024586,-0.10613,-0.029067,0.00023584,0,1018.1,0.0075987,-5.2948e-05,0.00036403,0.0001021,2.3917,0.0050123,-0.23819,-0.0031933,0.025
247.11,0.00084769,-0.089279,-0.026156,0.00019408,0,1344.8,0.0088159,-3.5049e-05,0.000347,0.00010355,1.9633,0.0055162,-0.23814,-0.0026913,0.025
229.66,-0.0028637,-0.070705,-0.023009,0.00016316,0,2570.9,0.010101,-3.4591e-06,0.00038409,0.00012736,1.2962,0.0060308,-0.2381,-0.0021787,0.025
175.45,-0.0046126,-0.065146,-0.024254,0.00015592,0,2809.2,0.011147,1.4921e-05,0.00038068,0.00014112,1.1779,0.0065602,-0.23805,-0.0016513,0.025
156.82,-0.0038041,-0.062962,-0.026975,0.00014602,0,2022.7,0.011842,8.6501e-06,0.0003164,0.00013474,1.3242,0.0071072,-0.238,-0.0011064,0.025
148.39,-0.0032738,-0.058576,-0.027931,0.0001321,0,1728.4,0.012336,4.4305e-06,0.00027176,0.00012914,1.3616,0.0076699,-0.23795,-0.0005458,0.025
148.36,-0.0032718,-0.05856,-0.027934,0.00013205,0,1727.3,0.012338,4.4148e-06,0.0002716,0.00012912,1.3617,0.007672,-0.23795,-0.00054372,0.025
141.35,-0.003049,-0.054577,-0.028577,0.00012243,0,1567.3,0.012757,3.7809e-06,0.00024092,0.00012585,1.3758,0.0082527,-0.2379,3.4811e-05,0.025
134.91,-0.0028516,-0.050875,-0.02917,0.00011324,0,1450.1,0.013118,3.1972e-06,0.00021606,0.00012358,1.3756,0.0088454,-0.23785,0.00062523,0.025
129.5,-0.0026472,-0.047485,-0.029731,0.00010578,0,1347,0.013428,2.5684e-06,0.00019443,0.00012139,1.3796,0.0094447,-0.2378,0.0012222,0.025
125.2,-0.0023897,-0.044381,-0.030247,9.9226e-05,0,1253.1,0.013692,1.5819e-06,0.00017542,0.00011912,1.3854,0.010045,-0.23775,0.0018201,0.025
121.53,-0.0020724,-0.041456,-0.030687,9.3169e-05,0,1168.6,0.013918,2.5138e-07,0.00015846,0.00011671,1.3901,0.01064,-0.23769,0.0024133,0.025
117.99,-0.0016189,-0.038558,-0.031005,8.7178e-05,0,1090.2,0.014127,-1.6797e-06,0.00014276,0.0001139,1.3922,0.011227,-0.23764,0.002998,0.025
113.47,-0.00094697,-0.035843,-0.031032,8.0554e-05,0,1012.6,0.014299,-4.2378e-06,0.00012819,0.00010989,1.3884,0.011804,-0.23759,0.0035721,0.025
104.93,-0.00034724,-0.0336,-0.03013,7.047e-05,0,936.5,0.014373,-7.5915e-06,0.00011525,0.00010267,1.3482,0.01237,-0.23754,0.0041361,0.025
104.52,-0.00026269,-0.02917,-0.026489,5.3267e-05,0,1288.6,0.014453,-7.4425e-06,0.00011328,0.00010305,1.0468,0.012929,-0.2375,0.0046929,0.025
93.529,-0.00076159,-0.022543,-0.021574,3.6496e-05,0,2459,0.014589,-2.5637e-06,0.00011933,0.00011607,0.62826,0.013485,-0.23745,0.005247,0.025
76.955,-0.0015826,-0.020436,-0.021832,3.5242e-05,0,2674.9,0.014728,4.6379e-06,0.00011553,0.00012397,0.57541,0.014044,-0.2374,0.0058037,0.025
77.266,-0.001879,-0.021109,-0.025185,4.1406e-05,0,1922.9,0.014854,7.0314e-06,0.00010316,0.00012292,0.72283,0.014609,-0.23735,0.0063672,0.025
78.01,-0.0016662,-0.020288,-0.026682,4.3341e-05,0,1646,0.014944,4.5137e-06,9.2166e-05,0.00012072,0.79723,0.015185,-0.2373,0.0069403,0.025
78.095,-0.0015184,-0.019387,-0.027593,4.4473e-05,0,1494.6,0.015026,3.4052e-06,8.3916e-05,0.00011899,0.84717,0.015769,-0.23725,0.0075229,0.025
77.628,-0.0013781,-0.018345,-0.02838,4.5365e-05,0,1383.4,0.0151,2.4573e-06,7.6403e-05,0.00011774,0.88935,0.016361,-0.2372,0.0081125,0.025
77.115,-0.0012424,-0.017257,-0.029132,4.6237e-05,0,1288.1,0.015166,1.6425e-06,6.9381e-05,0.00011661,0.93064,0.016956,-0.23714,0.0087047,0.025
76.683,-0.0010873,-0.016132,-0.029893,4.7261e-05,0,1200.3,0.015226,7.3549e-07,6.2691e-05,0.00011548,0.97495,0.017548,-0.23709,0.0092943,0.025
76.17,-0.00087198,-0.014931,-0.030628,4.8277e-05,0,1116.9,0.01528,-4.1937e-07,5.6176e-05,0.00011411,1.0218,0.018132,-0.23704,0.0098769,0.025
75.02,-0.00051793,-0.013645,-0.031176,4.8905e-05,0,1035.7,0.015328,-2.0606e-06,4.9746e-05,0.00011184,1.0682,0.018708,-0.23699,0.01045,0.025
71.155,-2.7033e-05,-0.012393,-0.03073,4.6836e-05,0,957.15,0.015359,-4.5657e-06,4.3556e-05,0.00010602,1.0867,0.019273,-0.23694,0.011014,0.025
65.629,0.00028101,-0.010374,-0.026876,3.4828e-05,0,1320.3,0.015385,-6.0395e-06,4.1217e-05,0.00010569,0.83692,0.019832,-0.23689,0.01157,0.025
53.083,9.8523e-05,-0.0075022,-0.021038,1.9951e-05,0,2540.9,0.015416,-4.6944e-06,4.0099e-05,0.0001145,0.45857,0.020388,-0.23685,0.012124,0.025
45.072,-0.00030187,-0.0061414,-0.020462,1.8274e-05,0,2773.2,0.015451,-1.4236e-06,3.5252e-05,0.00011846,0.40699,0.020947,-0.2368,0.012681,0.025
48.355,-0.00042934,-0.005835,-0.023501,2.3453e-05,0,1989.5,0.015481,1.0991e-09,2.9027e-05,0.00011672,0.53481,0.021513,-0.23675,0.013245,0.025
49.959,-0.00032212,-0.0050561,-0.025069,2.64e-05,0,1698.8,0.015501,-9.1407e-07,2.3464e-05,0.0001153,0.61216,0.02209,-0.2367,0.013819,0.025
50.219,-0.00021539,-0.0042082,-0.026059,2.8377e-05,0,1540.8,0.015519,-1.5503e-06,1.8665e-05,0.00011418,0.66606,0.022677,-0.23664,0.014404,0.025
50.034,-9.4763e-05,-0.0032795,-0.026871,3.0086e-05,0,1422.5,0.015532,-2.2054e-06,1.4046e-05,0.00011312,0.71382,0.023273,-0.23659,0.014997,0.025
49.679,3.1534e-05,-0.0023038,-0.027613,3.1761e-05,0,1320.9,0.015542,-2.824e-06,9.5893e-06,0.00011201,0.76117,0.023873,-0.23654,0.015596,0.025
49.174,0.00015329,-0.0012966,-0.028299,3.343e-05,0,1231.8,0.015548,-3.3781e-06,5.3236e-06,0.00011083,0.80879,0.024474,-0.23649,0.016194,0.025
49.243,0.00027865,-0.00027716,-0.028949,3.5173e-05,0,1150.5,0.015552,-3.9243e-06,1.3044e-06,0.00010955,0.85859,0.02507,-0.23644,0.016788,0.025
50.825,0.00040833,0.00077016,-0.029583,3.704e-05,0,1074.1,0.015552,-4.4067e-06,-2.5561e-06,0.00010814,0.91215,0.025657,-0.23639,0.017372,0.025
53.619,0.00053235,0.0017645,-0.030275,3.9227e-05,0,998.47,0.01555,-4.9368e-06,-5.9768e-06,0.00010667,0.97401,0.026233,-0.23633,0.017947,0.025
56.409,0.00064234,0.0030055,-0.031032,4.1758e-05,0,924.12,0.015548,-5.0837e-06,-9.9121e-06,0.00010515,1.045,0.026799,-0.23629,0.01851,0.025
53.127,0.0007018,0.0037198,-0.027889,3.3669e-05,0,1274.1,0.015538,-5.3736e-06,-1.4003e-05,0.00010763,0.83739,0.027358,-0.23624,0.019067,0.025
44.084,0.0005666,0.003464,-0.021437,1.924e-05,0,2439.5,0.015529,-5.0356e-06,-1.8388e-05,0.00011415,0.45914,0.027914,-0.23619,0.019622,0.025
42.678,0.00052341,0.0040857,-0.020178,1.6768e-05,0,2654.6,0.015516,-5.0595e-06,-2.3005e-05,0.0001145,0.3984,0.028473,-0.23614,0.020178,0.025
48.584,0.00070605,0.0054996,-0.023015,2.1828e-05,0,1904.2,0.015496,-6.1088e-06,-2.6489e-05,0.00011179,0.52734,0.029039,-0.23609,0.020742,0.025
53.444,0.00086341,0.0067164,-0.024859,2.6143e-05,0,1627.7,0.015478,-6.6387e-06,-2.9983e-05,0.0001119,0.62237,0.029614,-0.23604,0.021315,0.025
57.227,0.001008,0.0079704,-0.025968,2.9342e-05,0,1477.2,0.015455,-7.1998e-06,-3.3923e-05,0.0001114,0.69182,0.030199,-0.23599,0.021897,0.025
60.629,0.0011612,0.009243,-0.026772,3.2077e-05,0,1367.3,0.015428,-7.7692e-06,-3.7856e-05,0.00011049,0.75188,0.030791,-0.23594,0.022487,0.025
64.009,0.0013197,0.010534,-0.027474,3.4719e-05,0,1273.6,0.015399,-8.3364e-06,-4.1643e-05,0.00010941,0.81064,0.031385,-0.23589,0.023079,0.025
67.479,0.0014841,0.011821,-0.02814,3.7421e-05,0,1188.5,0.015366,-8.9039e-06,-4.5153e-05,0.00010823,0.87144,0.031977,-0.23584,0.023669,0.025
70.966,0.0016458,0.01315,-0.028791,4.0205e-05,0,1107.3,0.015333,-9.2797e-06,-4.8501e-05,0.00010685,0.93616,0.032562,-0.23578,0.024251,0.025
74.237,0.0017805,0.014265,-0.029443,4.3082e-05,0,1025.4,0.015296,-9.8068e-06,-5.0769e-05,0.00010511,1.0076,0.033137,-0.23573,0.024824,0.025
76.1,0.0017983,0.016041,-0.030594,4.7271e-05,0,947.31,0.015269,-8.8617e-06,-5.5059e-05,0.0001049,1.0985,0.033703,-0.23568,0.025388,0.025
77.051,0.001532,0.015949,-0.027299,4.1861e-05,0,1308.4,0.015215,-7.6538e-06,-6.2538e-05,0.0001063,0.92058,0.034261,-0.23564,0.025944,0.025
68.6,0.0010553,0.013227,-0.02057,2.6349e-05,0,2513,0.015149,-6.0332e-06,-7.1726e-05,0.00011129,0.53003,0.034818,-0.23559,0.026499,0.025
61.054,0.0011403,0.013224,-0.0194,2.1043e-05,0,2741.9,0.015094,-7.4801e-06,-7.5882e-05,0.00011199,0.43854,0.035377,-0.23554,0.027055,0.025
65.691,0.001713,0.015441,-0.022094,2.601e-05,0,1970.1,0.015035,-1.1727e-05,-7.5625e-05,0.00010912,0.56607,0.035943,-0.23549,0.027619,0.025
71.346,0.0020729,0.017299,-0.024143,3.1594e-05,0,1682,0.014987,-1.3152e-05,-7.867e-05,0.00011044,0.67317,0.036519,-0.23544,0.028193,0.025
76.059,0.0022851,0.019128,-0.025457,3.6567e-05,0,1525,0.01493,-1.3816e-05,-8.2971e-05,0.00011093,0.76029,0.037106,-0.23539,0.028778,0.025
80.362,0.002488,0.020977,-0.026383,4.1172e-05,0,1411.3,0.014863,-1.4412e-05,-8.7516e-05,0.00011058,0.83873,0.037702,-0.23534,0.029372,0.025
84.656,0.0027137,0.022829,-0.027144,4.5724e-05,0,1314,0.014791,-1.506e-05,-9.186e-05,0.00010974,0.91636,0.038302,-0.23528,0.02997,0.025
89.108,0.0029514,0.024694,-0.027827,5.0303e-05,0,1225.3,0.014715,-1.5725e-05,-9.5914e-05,0.0001086,0.9957,0.038903,-0.23523,0.030568,0.025
93.849,0.0031947,0.026549,-0.02847,5.502e-05,0,1143.2,0.014637,-1.6463e-05,-9.9586e-05,0.00010728,1.0785,0.039499,-0.23518,0.031162,0.025
98.568,0.0034208,0.028504,-0.029085,6.0002e-05,0,1067.1,0.014558,-1.6812e-05,-0.0001033,0.00010584,1.1664,0.040086,-0.23513,0.031747,0.025
102.64,0.0035926,0.030032,-0.029606,6.456e-05,0,993.36,0.014473,-1.7504e-05,-0.00010514,0.00010389,1.2548,0.040662,-0.23508,0.032321,0.025
103.53,0.0036549,0.032891,-0.030844,7.0853e-05,0,920.96,0.014415,-1.5798e-05,-0.0001112,0.00010409,1.3663,0.041228,-0.23503,0.032885,0.025
111.14,0.003102,0.032152,-0.02769,6.9157e-05,0,1267.4,0.014283,-1.3567e-05,-0.00012437,0.00010602,1.1978,0.041787,-0.23498,0.033442,0.025
105.42,0.00209,0.026861,-0.020995,5.1493e-05,0,2414.9,0.014099,-1.0701e-05,-0.00014353,0.00011146,0.75477,0.042344,-0.23493,0.033996,0.025
91.037,0.0022369,0.026749,-0.019762,4.1848e-05,0,2626.2,0.013955,-1.3336e-05,-0.00015033,0.0001117,0.63118,0.042902,-0.23488,0.034552,0.025
94.603,0.0033718,0.030464,-0.022275,4.7519e-05,0,1888.1,0.013834,-2.1446e-05,-0.00014584,0.00010764,0.78209,0.043468,-0.23483,0.035116,0.025
101.86,0.0041547,0.033687,-0.024309,5.5659e-05,0,1615.8,0.013738,-2.4798e-05,-0.00014988,0.00010889,0.9125,0.044043,-0.23478,0.035689,0.025
108.73,0.004599,0.036899,-0.025671,6.4552e-05,0,1467,0.013608,-2.6253e-05,-0.00015673,0.00010957,1.0312,0.044628,-0.23473,0.036272,0.025
115.48,0.0049851,0.04019,-0.026641,7.3684e-05,0,1357.9,0.013449,-2.7392e-05,-0.00016421,0.00010935,1.1457,0.04522,-0.23468,0.036861,0.025
122.47,0.005405,0.043531,-0.027378,8.3304e-05,0,1266.2,0.013275,-2.8588e-05,-0.00017157,0.00010846,1.2624,0.045814,-0.23463,0.037453,0.025
129.97,0.0058781,0.046858,-0.02798,9.2744e-05,0,1182.3,0.013086,-3.0063e-05,-0.00017829,0.00010703,1.3796,0.046406,-0.23458,0.038043,0.025
137.81,0.0063732,0.050466,-0.028537,0.0001035,0,1101.5,0.012888,-3.1164e-05,-0.00018519,0.00010527,1.5114,0.046991,-0.23453,0.038626,0.025
144.73,0.0067995,0.053434,-0.028938,0.00011344,0,1022,0.012665,-3.2943e-05,-0.00018882,0.00010273,1.6447,0.047566,-0.23448,0.039198,0.025
145.62,0.0072562,0.058902,-0.030133,0.00012743,0,948.91,0.012498,-3.1697e-05,-0.00020098,0.00010288,1.8111,0.048132,-0.23443,0.039762,0.025
165.59,0.0064645,0.058368,-0.027215,0.00013668,0,1309.9,0.012136,-2.9462e-05,-0.00022916,0.00010567,1.6534,0.04869,-0.23438,0.040318,0.025
168.01,0.0047267,0.050466,-0.020804,0.00012015,0,2491.2,0.011587,-2.7668e-05,-0.00027431,0.00011208,1.133,0.049245,-0.23433,0.040871,0.025
147.19,0.005245,0.051915,-0.019561,0.0001079,0,2707.8,0.011119,-3.5145e-05,-0.00029501,0.00011217,0.9989,0.049801,-0.23428,0.041425,0.025
147.21,0.0052539,0.051945,-0.019569,0.00010794,0,2704.9,0.011117,-3.5202e-05,-0.00029499,0.00011215,0.99972,0.049803,-0.23428,0.041427,0.025
153,0.0076539,0.060087,-0.02188,0.00011889,0,1948.2,0.010733,-5.0762e-05,-0.00029074,0.00010719,1.2205,0.050363,-0.23423,0.041985,0.025
167.74,0.0096625,0.068054,-0.023771,0.00013925,0,1668.2,0.010363,-5.9998e-05,-0.00030557,0.00010789,1.4248,0.050932,-0.23418,0.042552,0.025
183.93,0.011221,0.076405,-0.025034,0.00016122,0,1520.6,0.0097836,-6.7673e-05,-0.00032755,0.00010841,1.6069,0.051508,-0.23413,0.043125,0.025
183.99,0.011226,0.076436,-0.025039,0.0001613,0,1520,0.0097814,-6.7701e-05,-0.00032763,0.00010842,1.6075,0.05151,-0.23413,0.043127,0.025
201.36,0.013128,0.086999,-0.025894,0.00019079,0,1426.5,0.008994,-7.5949e-05,-0.000361,0.00010846,1.8059,0.052095,-0.23408,0.043711,0.025
218.51,0.014492,0.096035,-0.02646,0.00022256,0,1400.5,0.0078176,-8.9137e-05,-0.00039084,0.00010968,1.9715,0.052687,-0.23403,0.0443,0.025
232.03,0.019015,0.11143,-0.026817,0.0002753,0,1616.1,0.0069641,-0.00011446,-0.00049441,0.00011869,2.0324,0.053085,-0.23399,0.044697,0.025
238.82,0.021285,0.11915,-0.026996,0.00030176,0,1724.3,0.0065357,-0.00012717,-0.00054639,0.00012321,2.063,0.053285,-0.23398,0.044895,0.025
265.97,0.018494,0.10373,-0.019296,0.00031564,0,3289.4,0.0014872,-5.7396e-05,-0.00071213,0.00011275,1.6452,0.053886,-0.23392,0.045495,0.025
180.29,-0.0063531,0.041809,-0.0087441,0.00018123,0,3244.1,-0.0015486,9.8134e-05,-0.00040014,6.0278e-05,1.0672,0.054303,-0.23351,0.045459,0.025
160.09,-0.012211,0.027212,-0.0062551,0.00014955,0,3233.4,-0.0022643,0.0001348,-0.00032659,4.79e-05,0.93097,0.054401,-0.23341,0.04545,0.025
38.096,-0.023875,-0.0075704,-0.0014482,2.3522e-05,0,1742.1,-0.0014638,0.00013934,5.1433e-05,6.2599e-06,0.53631,0.054923,-0.23289,0.045405,0.025
31.634,-0.013147,-0.00086888,-0.0016515,8.9966e-06,0,1482.3,-0.0014075,4.9557e-05,1.511e-05,6.7604e-06,0.38105,0.055459,-0.23236,0.045359,0.025
24.424,-0.011856,0.00032466,-0.0014545,7.8668e-06,0,1357.4,-0.0013783,4.7379e-05,1.5754e-06,5.9661e-06,0.37313,0.056011,-0.23181,0.045311,0.025
22.274,-0.0118,0.00091628,-0.00095648,8.2892e-06,0,1262.9,-0.0013591,4.6246e-05,-2.5114e-06,3.9389e-06,0.39719,0.056579,-0.23124,0.045262,0.025
22.164,-0.012255,0.0011544,-0.00012635,9.618e-06,0,1179.3,-0.0013398,4.6953e-05,-3.7423e-06,7.6133e-07,0.44276,0.057158,-0.23067,0.045212,0.025
23.622,-0.012637,0.001118,0.0010054,1.1357e-05,0,1103.4,-0.0013182,4.7299e-05,-3.1005e-06,-3.3662e-06,0.49742,0.057741,-0.23009,0.045161,0.025
23.684,-0.012639,0.00111,0.0010411,1.1416e-05,0,1101.7,-0.0013176,4.7282e-05,-3.0458e-06,-3.4917e-06,0.49911,0.057756,-0.23007,0.04516,0.025
25.999,-0.012724,0.00080885,0.0023779,1.3627e-05,0,1036.5,-0.0012957,4.6653e-05,-1.0033e-06,-8.1884e-06,0.56215,0.058324,-0.2295,0.04511,0.025
27.492,-0.012356,0.00021921,0.003989,1.6255e-05,0,998.55,-0.0012774,4.4861e-05,2.7041e-06,-1.3747e-05,0.62519,0.058915,-0.22892,0.045059,0.025
33.684,-0.010537,-0.00044406,0.0057957,1.5017e-05,0,1260.7,-0.0012613,4.158e-05,7.3685e-06,-2.2096e-05,0.5622,0.059564,-0.22827,0.045003,0.025
33.938,-0.010433,-0.00045576,0.0058521,1.4837e-05,0,1273.3,-0.001261,4.1332e-05,7.4631e-06,-2.2473e-05,0.55612,0.05959,-0.22824,0.045001,0.025
30.113,-0.0063844,-0.00030828,0.0064133,7.2561e-06,0,2468.2,-0.0012419,3.3466e-05,7.2581e-06,-3.357e-05,0.28556,0.060338,-0.2275,0.044936,0.025
29.56,-0.0061817,-0.00028901,0.006382,6.8325e-06,0,2542.2,-0.0012415,3.309e-05,7.1854e-06,-3.4036e-05,0.27002,0.060366,-0.22747,0.044934,0.025
22.62,-0.0040041,-0.00010246,0.0084651,7.3737e-06,0,2392.2,-0.0012339,2.2115e-05,5.3966e-06,-4.5022e-05,0.2756,0.06102,-0.22682,0.044877,0.025
24.993,-0.0018688,-0.00055203,0.011253,1.1659e-05,0,1824.8,-0.0012532,9.811e-06,8.175e-06,-5.3451e-05,0.39299,0.061624,-0.22622,0.044825,0.025
29.141,0.0010924,-0.0010594,0.013375,1.5076e-05,0,1583.2,-0.0013017,-4.0281e-06,1.1073e-05,-5.9672e-05,0.47883,0.062225,-0.22562,0.044773,0.025
36.168,0.004513,-0.0014501,0.014827,1.7831e-05,0,1440.6,-0.001376,-1.865e-05,1.2707e-05,-6.3447e-05,0.54567,0.062829,-0.22502,0.044721,0.025
38.877,0.0058505,-0.0014993,0.015101,1.8502e-05,0,1399.8,-0.001412,-2.4051e-05,1.2565e-05,-6.3793e-05,0.56425,0.063055,-0.22479,0.044701,0.025
43.397,0.0080815,-0.0015815,0.015559,1.9623e-05,0,1331.8,-0.001472,-3.306e-05,1.2328e-05,-6.437e-05,0.59524,0.063433,-0.22441,0.044668,0.025
48.039,0.011377,-0.0013279,0.015441,2.0012e-05,0,1237.4,-0.0015786,-4.5596e-05,9.3067e-06,-6.1958e-05,0.62335,0.064036,-0.22381,0.044616,0.025
49.12,0.013903,-0.00064923,0.014321,1.9054e-05,0,1150.7,-0.00168,-5.4297e-05,3.6115e-06,-5.5699e-05,0.6302,0.064633,-0.22322,0.044564,0.025
46.952,0.015115,0.00030481,0.012112,1.6876e-05,0,1068.5,-0.0017626,-5.7065e-05,-3.6463e-06,-4.5357e-05,0.6144,0.065219,-0.22264,0.044514,0.025
41.67,0.014671,0.0011218,0.0089835,1.3541e-05,0,984.99,-0.0018206,-5.2821e-05,-9.7132e-06,-3.1801e-05,0.5704,0.065791,-0.22206,0.044464,0.025
31.969,0.012821,0.0013915,0.0051131,9.2374e-06,0,900.76,-0.0018561,-4.326e-05,-1.2358e-05,-1.6434e-05,0.4871,0.066344,-0.22151,0.044416,0.025
25.376,0.009611,0.00091911,0.0013248,4.8083e-06,0,1242,-0.0018764,-3.5618e-05,-1.0445e-05,-2.9985e-06,0.31603,0.066883,-0.22098,0.04437,0.025
19.962,0.0059605,0.00024185,-0.0014838,1.781e-06,0,2421.1,-0.0018937,-2.9952e-05,-6.1691e-06,9.7362e-06,0.13869,0.067423,-0.22044,0.044323,0.025
15.269,0.0042515,-0.00029999,-0.0036173,9.909e-07,0,2668.4,-0.0019078,-2.3479e-05,-5.3831e-07,2.05e-05,0.096343,0.067979,-0.21989,0.044275,0.025
16.789,0.0044121,-0.00075147,-0.0051552,1.3395e-06,0,1932.8,-0.0019128,-2.1123e-05,4.449e-06,2.5365e-05,0.12951,0.068554,-0.21931,0.044225,0.025
18.683,0.0050321,-0.00089312,-0.0057118,1.7065e-06,0,1654,-0.0019167,-2.285e-05,5.7849e-06,2.6001e-05,0.15763,0.069145,-0.21872,0.044174,0.025
18.583,0.0055632,-0.00072698,-0.005418,1.8277e-06,0,1497.3,-0.0019271,-2.4405e-05,4.4965e-06,2.3336e-05,0.17126,0.069744,-0.21813,0.044122,0.025
16.504,0.0054704,-0.00040522,-0.0047026,1.661e-06,0,1381.6,-0.0019428,-2.3141e-05,1.8435e-06,1.9418e-05,0.16961,0.070348,-0.21753,0.04407,0.025
13.692,0.0046678,-0.00014659,-0.0038936,1.2723e-06,0,1282.7,-0.0019585,-1.8919e-05,-3.2266e-07,1.5584e-05,0.15325,0.070953,-0.21692,0.044017,0.025
10.512,0.0034543,-3.586e-05,-0.0029944,7.9575e-07,0,1194.2,-0.0019709,-1.3379e-05,-1.148e-06,1.1666e-05,0.12455,0.071557,-0.21632,0.043965,0.025
9.3739,0.0030796,-2.3302e-05,-0.0026597,6.7506e-07,0,1170.3,-0.0019739,-1.1807e-05,-1.1432e-06,1.031e-05,0.11393,0.071736,-0.21614,0.043949,0.025
6.7175,0.0022049,5.9304e-06,-0.0018788,3.9357e-07,0,1114.5,-0.0019809,-8.137e-06,-1.131e-06,7.145e-06,0.08915,0.072155,-0.21572,0.043913,0.025
3.2476,0.0011352,-1.5349e-05,-0.00057669,1.5314e-07,0,1045.9,-0.0019898,-3.8189e-06,-6.0012e-07,2.2201e-06,0.057005,0.072748,-0.21513,0.043862,0.025
2.3345,0.00037105,-0.00020187,0.00073772,1.0532e-07,0,1006.3,-0.0019986,-1.0962e-06,6.8765e-07,-2.3585e-06,0.049521,0.073344,-0.21454,0.04381,0.025
5.5888,-7.12e-05,-0.00010545,0.0017025,1.5837e-07,0,1256.7,-0.002012,-1.4933e-07,4.9133e-07,-6.3439e-06,0.057024,0.07399,-0.2139,0.043754,0.025
5.9304,-9.0779e-05,-7.9066e-05,0.0017274,1.575e-07,0,1277.6,-0.0020131,-5.7524e-08,3.258e-07,-6.5151e-06,0.056474,0.074034,-0.21385,0.043751,0.025
7.214,-0.00018206,-1.16e-05,0.0017311,1.1998e-07,0,2423.2,-0.0020323,7.0554e-07,-1.0878e-07,-9.005e-06,0.037203,0.074741,-0.21315,0.043689,0.025
7.0294,-0.00015742,-2.3083e-05,0.0016989,1.1389e-07,0,2538.8,-0.0020336,6.9026e-07,-6.1882e-08,-9.1271e-06,0.034785,0.074786,-0.2131,0.043685,0.025
6.0621,-0.0007804,-7.3783e-05,0.0020559,1.8808e-07,0,2399.1,-0.0020531,4.2374e-06,4.5864e-07,-1.0993e-05,0.043632,0.075436,-0.21246,0.043629,0.025
7.9152,-0.0015791,-4.2271e-05,0.0025786,3.5052e-07,0,1832.3,-0.0020699,7.5923e-06,1.9661e-07,-1.2256e-05,0.067644,0.076043,-0.21185,0.043577,0.025
9.9171,-0.0023402,2.7797e-05,0.0029096,5.5778e-07,0,1589,-0.0020911,1.0406e-05,-3.3783e-07,-1.2983e-05,0.091397,0.076647,-0.21125,0.043524,0.025
12.039,-0.0033056,0.00013083,0.0030925,8.6338e-07,0,1444.8,-0.0021135,1.3958e-05,-1.0727e-06,-1.3191e-05,0.11919,0.077254,-0.21065,0.043472,0.025
14.471,-0.0044685,0.00028875,0.0032322,1.3446e-06,0,1334.4,-0.0021357,1.8074e-05,-2.0337e-06,-1.3254e-05,0.15476,0.07786,-0.21004,0.043419,0.025
16.595,-0.0055136,0.00044419,0.0033742,1.8985e-06,0,1262.7,-0.0021509,2.1636e-05,-2.8502e-06,-1.3428e-05,0.18877,0.078314,-0.20959,0.04338,0.025
