"Co","UMean:0","UMean:1","UMean:2","k","kMean","nut","omega","pMean","wallShearStress:0","wallShearStress:1","wallShearStress:2","yPlus","p","U:0","U:1","U:2","arc_length","Points:0","Points:1","Points:2"
13.463,0,0,0,8.8924e-05,8.9139e-05,0,974.62,0.021819,-1.9183e-05,2.0757e-07,-1.1881e-05,1.5135,0.021729,0.002932,-6.1399e-05,0.0032644,0.14041,-0.024999,0,0.035081
12.29,0,0,0,9.4366e-05,9.4587e-05,0,902.33,0.021824,-1.9527e-05,1.4481e-07,-8.2184e-06,1.5944,0.021734,0.0030543,-4.2115e-05,0.0024786,0.14049,-0.025,0,0.035
10.959,0,0,0,5.6382e-05,5.6475e-05,0,1337.9,0.021815,-1.7456e-05,1.2335e-07,1.2877e-05,1.0524,0.021725,0.002259,-3.1306e-05,-0.0027446,0.14098,-0.024993,0,0.03451
17.131,0,0,0,1.8716e-05,1.8735e-05,0,2705,0.021785,-1.5317e-05,1.0854e-07,3.4641e-05,0.43104,0.021694,0.0013803,-1.9417e-05,-0.0058596,0.14148,-0.024979,0,0.034013
25.747,0,0,0,2.3991e-05,2.4035e-05,0,3023.4,0.02171,-1.6085e-05,1.0033e-07,5.6269e-05,0.44532,0.021619,0.001449,-1.6288e-05,-0.0094608,0.14199,-0.024955,0,0.033504
32.528,0,0,0,3.8157e-05,3.8229e-05,0,2195.3,0.021585,-1.8082e-05,9.0257e-08,7.4311e-05,0.64918,0.021494,0.0020365,-1.6981e-05,-0.014503,0.14252,-0.024918,0,0.03298
40.87,0,0,0,5.1942e-05,5.2045e-05,0,1860.6,0.021431,-2.1483e-05,8.1904e-08,9.1821e-05,0.82122,0.02134,0.00297,-1.669e-05,-0.019465,0.14306,-0.024869,0,0.032443
49.824,0,0,0,6.6285e-05,6.6422e-05,0,1643.6,0.021238,-2.615e-05,7.4127e-08,0.000108,0.98774,0.021148,0.0041815,-1.6086e-05,-0.024396,0.1436,-0.024806,0,0.031897
59.191,0,0,0,8.219e-05,8.2368e-05,0,1453.5,0.021009,-3.1229e-05,6.7327e-08,0.00012242,1.1713,0.02092,0.0056751,-1.5545e-05,-0.029466,0.14416,-0.024731,0,0.031349
68.426,0,0,0,0.00010085,0.0001011,0,1267.7,0.020746,-3.6879e-05,6.1892e-08,0.00013158,1.3925,0.020657,0.0073513,-1.5291e-05,-0.034059,0.14471,-0.024645,0,0.030804
69.015,0,0,0,0.00010396,0.00010421,0,1247.5,0.020718,-3.7448e-05,1.5738e-07,0.00013294,1.4273,0.020629,0.0076137,-4.0734e-05,-0.034737,0.14477,-0.024634,0,0.030745
73.406,0,0,0,0.00012892,0.00012926,0,1084.7,0.020488,-4.2029e-05,1.5809e-07,0.00014393,1.7071,0.0204,0.0097271,-4.3976e-05,-0.040209,0.14525,-0.024548,0,0.030268
95.788,0,0,0,0.00012384,0.0001242,0,1346.5,0.020147,-4.5992e-05,1.5807e-07,0.00016967,1.5488,0.02006,0.010453,-4.0352e-05,-0.042657,0.14579,-0.02444,0,0.029743
111.98,0,0,0,9.264e-05,9.2949e-05,0,2333.1,0.019718,-5.412e-05,1.5756e-07,0.00020708,1.013,0.019632,0.0096943,-3.0269e-05,-0.039506,0.14632,-0.024323,0,0.029229
105.95,0,0,0,9.4427e-05,9.4747e-05,0,2352.7,0.019355,-6.459e-05,1.5064e-07,0.00021714,1.0167,0.01927,0.011505,-2.8577e-05,-0.041712,0.14678,-0.024213,0,0.028784
105.12,0,0,0,9.4658e-05,9.4975e-05,0,2355.3,0.019307,-6.5971e-05,6.6513e-08,0.00021847,1.0171,0.019223,0.011744,-1.2675e-05,-0.042002,0.14684,-0.024198,0,0.028725
108.5,0,0,0,0.00011759,0.00011796,0,1495.2,0.018951,-7.46e-05,7.4305e-08,0.00020023,1.3998,0.018868,0.015439,-1.7451e-05,-0.048232,0.14735,-0.024065,1.034e-25,0.028232
112.03,0,0,0,0.00015138,0.00015183,0,1098.8,0.018713,-7.7913e-05,8.4446e-08,0.00019883,1.8523,0.018631,0.019468,-2.3199e-05,-0.055555,0.14785,-0.023924,0,0.027747
129.48,0,0,0,0.00015663,0.00015712,0,1182.6,0.018471,-7.9885e-05,1.4304e-07,0.00021156,1.8342,0.01839,0.019914,-3.8488e-05,-0.056757,0.14815,-0.023834,-2.068e-25,0.027459
140.86,0,0,0,0.00016005,0.00016057,0,1237.5,0.018312,-8.1171e-05,1.4454e-07,0.00021987,1.8224,0.018232,0.020204,-3.8126e-05,-0.057542,0.14835,-0.023774,0,0.027271
161.35,0,0,0,0.00014143,0.00014199,0,1990.4,0.017729,-8.941e-05,1.5864e-07,0.00025664,1.3434,0.017651,0.018183,-3.2449e-05,-0.052696,0.14885,-0.023616,0,0.026803
152.66,0,0,0,0.00014402,0.00014459,0,1936.6,0.017396,-9.6073e-05,1.6401e-07,0.00025441,1.3876,0.01732,0.019677,-3.4449e-05,-0.053733,0.14915,-0.023513,0,0.026514
147.49,0,0,0,0.00014553,0.0001461,0,1904.9,0.0172,-9.9988e-05,1.0527e-07,0.00025309,1.4136,0.017125,0.020554,-2.233e-05,-0.054339,0.14933,-0.023452,0,0.026343
140.51,0,0,0,0.00017466,0.00017529,0,1130.9,0.016911,-0.00010535,1.1401e-07,0.00022824,1.983,0.016837,0.027062,-3.1431e-05,-0.063682,0.14982,-0.02328,0,0.025892
171.2,0,0,0,0.00018724,0.00018795,0,1139.9,0.016554,-0.00010854,1.2517e-07,0.00024118,2.0431,0.016481,0.0287,-3.4063e-05,-0.065929,0.1503,-0.023103,0,0.025448
192.11,0,0,0,0.00017681,0.00017757,0,1670.9,0.015977,-0.00011751,1.8429e-07,0.00026519,1.6392,0.015908,0.025954,-4.1274e-05,-0.059871,0.15073,-0.02293,0,0.025044
193.75,0,0,0,0.00017599,0.00017675,0,1712.6,0.015932,-0.00011822,1.8541e-07,0.00026708,1.6074,0.015863,0.025737,-4.0872e-05,-0.059394,0.15077,-0.022917,0,0.025013
170.13,0,0,0,0.00018541,0.00018621,0,1562.6,0.015444,-0.00012762,1.9468e-07,0.00026919,1.7803,0.015378,0.030122,-4.6373e-05,-0.064252,0.15124,-0.022725,0,0.024585
187.14,0,0,0,0.00019614,0.000197,0,1287.8,0.014938,-0.00013321,2.0356e-07,0.00026452,1.9543,0.014874,0.033295,-5.1811e-05,-0.068183,0.15169,-0.022533,0,0.024175
187.59,0,0,0,0.00019644,0.00019729,0,1279.7,0.014923,-0.00013337,1.6666e-07,0.00026436,1.9594,0.014859,0.033387,-4.2522e-05,-0.068295,0.1517,-0.022528,0,0.024163
209.63,0,0,0,0.00018832,0.00018923,0,1794.2,0.014381,-0.00014322,1.8514e-07,0.00028222,1.6177,0.01432,0.030558,-3.9472e-05,-0.061451,0.15216,-0.022325,0,0.023749
187.17,0,0,0,0.00019763,0.00019859,0,1579.9,0.014001,-0.00015161,2.121e-07,0.00027986,1.837,0.013942,0.035956,-5.0714e-05,-0.066679,0.15262,-0.022114,0,0.023342
192.26,0,0,0,0.00020124,0.00020224,0,1486.6,0.013855,-0.0001529,2.38e-07,0.00027749,1.8976,0.013797,0.037034,-5.7632e-05,-0.067909,0.15275,-0.022053,0,0.02323
205.24,0,0,0,0.00021051,0.00021155,0,1246.2,0.01348,-0.00015619,2.3885e-07,0.00027132,2.0535,0.013425,0.039804,-6.1643e-05,-0.071066,0.15308,-0.021897,0,0.022941
229.74,0,0,0,0.00020584,0.00020693,0,1696.9,0.012929,-0.00016629,2.6584e-07,0.00028587,1.7365,0.012877,0.036425,-5.8547e-05,-0.064095,0.15353,-0.021675,0,0.022547
207.72,0,0,0,0.0002171,0.00021825,0,1450.8,0.01255,-0.00017222,2.6999e-07,0.00027936,2.0262,0.012502,0.042903,-6.7142e-05,-0.070045,0.15398,-0.021449,0,0.022158
221.13,0,0,0,0.00022971,0.00023092,0,1065.3,0.012019,-0.00017513,2.7477e-07,0.00026233,2.3186,0.011974,0.047831,-7.6714e-05,-0.074763,0.15443,-0.021215,0,0.021777
238.23,0,0,0,0.00023516,0.00023644,0,1328.8,0.011708,-0.00018435,3.193e-07,0.00028936,2.0906,0.011666,0.046431,-7.9184e-05,-0.071742,0.15487,-0.020977,0,0.021403
235.63,0,0,0,0.0002391,0.00024046,0,1542.1,0.01111,-0.00019516,3.5395e-07,0.00030198,1.9497,0.011072,0.045598,-8.1326e-05,-0.069725,0.15531,-0.020734,0,0.021034
235.24,0,0,0,0.00023745,0.00023886,0,1744.8,0.010421,-0.00020881,3.8994e-07,0.0003164,1.8262,0.010388,0.045987,-8.4064e-05,-0.068375,0.15575,-0.020485,0,0.02067
236.01,0,0,0,0.00023583,0.00023734,0,1967.9,0.0098155,-0.00021988,4.225e-07,0.0003282,1.7104,0.009787,0.046233,-8.5896e-05,-0.066795,0.15619,-0.020228,0,0.020313
245.33,0,0,0,0.00022134,0.00022291,0,2247.2,0.0090866,-0.00023286,4.571e-07,0.00031249,1.5522,0.0090635,0.044372,-8.6767e-05,-0.061077,0.15663,-0.019968,0,0.01996
232.43,0,0,0,0.00022607,0.0002276,0,1746.7,0.0088429,-0.00023783,4.4629e-07,0.00029594,1.9102,0.0088226,0.054887,-0.0001009,-0.068616,0.15707,-0.019702,0,0.019611
